RT [min],m/z meas.,M meas.,Ions,MS/MS,Name,Molecular Formula,Annotations,AQ,Annotation Source,Boxplot,Flags,Include,blank,Avatar_F8,Avatar_F9,Avatar_F10,Avatar_F11,Desiree_F8,Desiree_F9,Desiree_F10,Desiree_F11,Seresta_F8,Seresta_F9,Seresta_F10,Seresta_F11
18.58,149.02283,166.02609,"[M+H-H2O]+, [M+H]+",TRUE,,C8H6O4,"SmartFormula - mzdev: -0.0005 mSigma: 2.81, ",20200,,19748,[],TRUE,20130,19748,17966,19986,19756,20156,19146,18332,18806,17982,18822,21172,20706
9.94,149.02289,148.01562,[M+H]+,TRUE,,C8H4O3,"SmartFormula - mzdev: -0.0001 mSigma: 3.84, ",20200,,54100,[],TRUE,2294,50040,65968,70624,60700,52450,54100,83416,47636,58812,44528,75088,52512
0.38,149.02321,148.01593,[M+H]+,FALSE,,C8H4O3,"SmartFormula - mzdev: -0.0001 mSigma: Infinity, ",20000,,494,[],TRUE,560,446,494,802,624,0,532,520,0,0,432,558,440
13.76,149.02324,148.01596,[M+H]+,TRUE,,C8H4O3,"SmartFormula - mzdev: -0.0001 mSigma: 5.57, ",20200,,12354,[],TRUE,0,13266,11476,13530,11310,13268,13658,11916,12026,13484,12354,11736,14516
6.83,149.02331,148.01603,[M+H]+,TRUE,,,,,,404,[],TRUE,212,114,404,1214,158,394,322,1456,552,470,908,1912,362
12.86,149.02338,148.01611,[M+H]+,TRUE,,C8H4O3,"SmartFormula - mzdev: 0.0001 mSigma: Infinity, ",20000,,594,[],TRUE,0,420,0,936,594,604,530,608,496,714,548,816,696
5.81,149.04086,166.04403,"[M+H-H2O]+, [M+H]+",TRUE,,C12H6O,"SmartFormula - mzdev: 0.0023 mSigma: Infinity, ",20000,,298,[],TRUE,1824,0,0,0,452,240,484,0,0,302,308,298,300
11.72,149.05922,148.05194,[M+H]+,TRUE,,C9H8O2,"SmartFormula - mzdev: -0.0002 mSigma: 18.07, ",20100,,1082,[],TRUE,886,972,1308,1054,1232,796,1124,1210,1060,1138,1082,718,1260
6.66,149.0595,148.05223,[M+H]+,TRUE,,C9H8O2,"SmartFormula - mzdev: -0.0002 mSigma: 21.32, ",20100,,314,[],TRUE,122,250,332,842,200,452,396,836,208,228,314,800,304
16.76,149.13194,148.12467,[M+H]+,FALSE,,C11H16,"SmartFormula - mzdev: -0.0005 mSigma: Infinity, ",20000,,332,[],TRUE,0,710,422,208,354,506,440,332,290,306,300,372,194
18.05,149.94022,148.93294,[M+H]+,TRUE,,,,,,0,[],TRUE,0,288,0,302,0,714,0,0,0,0,0,228,194
19.67,149.94036,148.93308,[M+H]+,TRUE,,,,,,332,[],TRUE,0,232,290,332,0,0,732,780,980,654,758,722,0
13.82,150.0242,149.01692,[M+H]+,TRUE,,,,,,1090,[],TRUE,1042,1224,1090,1054,1468,1120,904,1400,918,1184,906,1064,1308
14.84,150.08784,149.08056,[M+H]+,TRUE,,C4H11N3O3,"SmartFormula - mzdev: 0.0005 mSigma: Infinity, ",20000,,582,[],TRUE,774,600,424,370,532,514,706,626,750,474,566,582,726
19.7,150.11198,149.1047,[M+H]+,TRUE,,C6H15NO3,"SmartFormula - mzdev: -0.0006 mSigma: 6.69, ",20200,,2552,[],TRUE,2540,2404,2814,2406,2548,2466,2248,3044,2856,2552,3204,2650,3170
15.1,151.09077,150.08349,[M+H]+,FALSE,,C8H10N2O,"SmartFormula - mzdev: 0.0042 mSigma: Infinity, ",10000,,0,[],TRUE,720,0,0,0,0,0,0,0,0,0,0,0,0
15.61,151.0911,150.08382,[M+H]+,FALSE,,C8H10N2O,"SmartFormula - mzdev: 0.0045 mSigma: Infinity, ",10000,,0,[],TRUE,934,0,0,0,0,0,0,0,0,0,0,0,0
12.68,151.09152,150.08425,[M+H]+,TRUE,,C8H10N2O,"SmartFormula - mzdev: 0.0049 mSigma: Infinity, ",10000,,0,[],TRUE,746,0,0,0,0,0,0,0,0,0,0,0,0
14.18,151.09596,150.08893,"[M+H]+, [M+H-H2O]+",TRUE,,C6H14O4,"SmartFormula - mzdev: -0.0001 mSigma: 5.96, ",20200,,17074,[],TRUE,758,18046,19086,17924,15642,18952,17036,17918,15976,17074,15218,17160,13866
13.25,151.09602,150.08895,"[M+H]+, [M+H-H2O]+",TRUE,,C6H14O4,"SmartFormula - mzdev: -0.0000 mSigma: 6.22, ",20200,,20132,[],TRUE,936,21586,22244,19390,16708,19784,20384,20578,16330,19964,20132,21330,20286
12.27,151.09641,150.08914,"[M+H]+, [M+H-H2O]+",TRUE,,C6H14O4,"SmartFormula - mzdev: -0.0001 mSigma: 4.38, ",20200,,13164,[],TRUE,0,13240,13598,13082,8484,14824,14512,13164,10922,13068,13708,13430,12364
19.55,151.09642,150.08915,[M+H]+,FALSE,,C6H14O4,"SmartFormula - mzdev: -0.0001 mSigma: Infinity, ",20000,,958,[],TRUE,0,1214,0,1198,0,0,0,1082,1030,1028,0,1344,958
18.94,151.09645,150.08918,[M+H]+,FALSE,,C6H14O4,"SmartFormula - mzdev: -0.0000 mSigma: Infinity, ",20000,,986,[],TRUE,0,1022,0,1038,1068,0,1036,0,1114,978,1074,944,986
0.82,151.09648,150.0892,[M+H]+,TRUE,Triethylene glycol,C6H14O4,"Spectral Library - Bruker MetaboBASE Personal Library 3.0, SmartFormula - mzdev: -0.0000 mSigma: Infinity, ",20020,Bruker MetaboBASE Personal Library 3.0,796,[],TRUE,162,374,694,588,524,1036,950,722,796,904,1040,818,848
11.61,151.09652,150.08924,[M+H]+,TRUE,,C6H14O4,"SmartFormula - mzdev: 0.0000 mSigma: Infinity, ",20000,,606,[],TRUE,0,320,648,584,678,690,734,664,558,606,590,934,0
19.83,151.94054,150.93326,[M+H]+,TRUE,,,,,,604,[],TRUE,0,536,736,710,478,604,496,540,848,590,976,946,800
12.28,152.10004,151.09276,[M+H]+,TRUE,,,,,,1026,[],TRUE,0,1332,1226,1218,770,968,1026,1290,1056,1022,1016,1164,872
14.2,152.10416,151.09688,[M+H]+,TRUE,,C9H13NO,"SmartFormula - mzdev: -0.0028 mSigma: Infinity, ",20000,,1326,[],TRUE,104,0,1326,0,1166,1348,1338,930,1466,1444,1326,1632,1324
19.62,152.1067,151.09942,[M+H]+,TRUE,,C9H13NO,"SmartFormula - mzdev: -0.0003 mSigma: Infinity, ",20000,,800,[],TRUE,0,0,1000,996,954,0,0,0,800,970,786,1012,1072
19.44,152.10675,151.09947,[M+H]+,FALSE,,C9H13NO,"SmartFormula - mzdev: -0.0002 mSigma: Infinity, ",20000,,0,[],TRUE,0,816,0,0,882,958,0,0,0,0,842,1482,890
18.81,152.10691,151.09964,[M+H]+,TRUE,,C9H13NO,"SmartFormula - mzdev: -0.0001 mSigma: Infinity, ",20000,,0,[],TRUE,0,0,784,804,0,0,836,0,0,0,844,0,924
17.35,152.10692,151.09964,[M+H]+,TRUE,,C9H13NO,"SmartFormula - mzdev: -0.0001 mSigma: Infinity, ",20000,,0,[],TRUE,0,0,0,0,0,0,0,482,0,622,0,0,708
16.1,152.10697,151.09969,[M+H]+,FALSE,,,,,,0,[],TRUE,0,456,0,0,644,0,596,0,754,520,0,492,0
0.19,152.99701,151.98973,[M+H]+,FALSE,,,,,,334,[],TRUE,334,596,352,660,606,632,0,858,0,0,232,276,0
0.2,152.99988,151.9926,[M+H]+,FALSE,,,,,,164,[],TRUE,370,0,720,164,0,196,822,842,0,810,0,0,0
0.24,153.00591,151.99863,[M+H]+,FALSE,,,,,,798,[],TRUE,590,684,794,844,676,754,772,820,798,878,940,924,800
14.58,153.0905,152.08323,[M+H]+,TRUE,,C9H12O2,"SmartFormula - mzdev: -0.0005 mSigma: 10.16, ",20200,,4660,[],TRUE,5208,4478,4154,4362,5162,4414,5862,4168,5202,4506,4834,5146,4660
4.9,153.09117,152.0839,[M+H]+,TRUE,,,,,,334,[],TRUE,0,534,256,258,206,804,334,436,630,348,232,426,154
11,153.12757,152.12029,[M+H]+,FALSE,,,,,,598,[],TRUE,126,690,598,654,454,842,552,442,638,932,686,590,508
0.21,153.95583,152.94855,[M+H]+,TRUE,,,,,,820,[],TRUE,696,744,1004,944,778,732,1266,772,888,1002,820,848,796
2.18,153.9559,152.94862,[M+H]+,TRUE,,,,,,0,[],TRUE,316,0,0,426,0,0,0,0,0,0,0,578,866
0.07,153.95606,152.94878,[M+H]+,FALSE,,,,,,494,[],TRUE,406,402,654,442,492,442,652,494,514,758,490,576,540
14.83,154.09452,153.08724,[M+H]+,FALSE,,C7H11N3O,"SmartFormula - mzdev: -0.0030 mSigma: Infinity, ",20000,,416,[],TRUE,0,380,652,408,0,0,480,416,716,0,626,418,426
19.78,154.96682,153.95954,[M+H]+,FALSE,,,,,,500,[],TRUE,0,632,348,532,500,436,520,506,0,472,724,426,710
0.23,155.00276,153.99548,[M+H]+,TRUE,,,,,,8486,[],TRUE,5082,6240,6548,6686,6462,7320,9130,9130,8486,8652,9166,8960,9116
12.76,155.04668,154.0394,[M+H]+,TRUE,,C6H6N2O3,"SmartFormula - mzdev: 0.0015 mSigma: 19.57, ",20100,,5398,[],TRUE,0,8634,10298,4278,5090,6782,5830,4694,4942,7252,5398,6436,5240
6.05,155.10151,154.09423,[M+H]+,FALSE,,,,,,0,[],TRUE,208,748,0,0,0,0,0,294,0,850,0,0,0
5.7,155.10285,308.19115,[M+H+H]2+,FALSE,,,,,,254,[],TRUE,156,786,254,0,278,0,254,232,124,282,434,362,266
14.84,155.10609,172.10943,"[M+H-H2O]+, [M+H]+",TRUE,,C9H16O3,"SmartFormula - mzdev: -0.0001 mSigma: 4.02, ",20200,,7776,[],TRUE,7550,6338,7252,6128,7710,9146,8186,7928,9328,7084,8686,9586,7776
5.13,155.10614,154.09886,[M+H]+,TRUE,,C9H14O2,"SmartFormula - mzdev: -0.0005 mSigma: Infinity, ",20000,,326,[],TRUE,138,710,190,328,326,624,380,0,222,630,370,206,190
13.02,155.10642,154.09915,[M+H]+,TRUE,,C9H14O2,"SmartFormula - mzdev: -0.0002 mSigma: Infinity, ",20000,,590,[],TRUE,0,700,798,0,566,642,564,552,590,0,834,870,722
14.18,155.17935,154.17208,[M+H]+,FALSE,,C11H22,"SmartFormula - mzdev: -0.0001 mSigma: 9.19, ",20200,,854,[],TRUE,0,1176,742,900,960,808,888,848,1270,756,854,1258,658
0.24,156.00534,154.99807,[M+H]+,TRUE,,C4HN3O4,"SmartFormula - mzdev: 0.0014 mSigma: Infinity, ",20000,,868,[],TRUE,574,694,836,788,652,868,890,996,1008,934,854,1062,896
0.19,156.0232,155.01593,[M+H]+,FALSE,,,,,,590,[],TRUE,590,502,648,728,738,156,946,0,786,0,706,0,0
0.21,156.02323,155.01595,[M+H]+,FALSE,,,,,,624,[],TRUE,0,0,450,774,0,624,402,734,0,702,708,862,896
19.4,156.10248,155.0952,[M+H]+,TRUE,,C8H13NO2,"SmartFormula - mzdev: 0.0006 mSigma: Infinity, ",20000,,720,[],TRUE,750,788,0,720,0,0,0,0,880,808,758,730,0
18.77,156.10292,155.09564,[M+H]+,TRUE,,C8H13NO2,"SmartFormula - mzdev: 0.0010 mSigma: Infinity, ",20000,,306,[],TRUE,0,528,648,0,628,842,306,592,0,0,480,0,0
19.66,156.10293,155.09566,[M+H]+,TRUE,,C8H13NO2,"SmartFormula - mzdev: 0.0010 mSigma: Infinity, ",20000,,544,[],TRUE,0,590,770,0,790,868,632,544,542,0,0,0,656
19.15,156.10351,155.09623,[M+H]+,TRUE,,,,,,0,[],TRUE,0,0,0,0,528,610,0,762,678,772,0,0,0
18.96,156.10424,155.09696,[M+H]+,TRUE,,C8H13NO2,"SmartFormula - mzdev: 0.0023 mSigma: Infinity, ",20000,,0,[],TRUE,0,0,0,568,654,0,0,516,0,0,0,0,706
18.51,156.1043,155.09703,[M+H]+,TRUE,,C8H13NO2,"SmartFormula - mzdev: 0.0024 mSigma: Infinity, ",20000,,414,[],TRUE,0,304,332,638,490,398,456,442,424,0,710,414,340
14.83,156.11011,155.10283,[M+H]+,TRUE,,C7H13N3O,"SmartFormula - mzdev: -0.0030 mSigma: Infinity, ",10000,,894,[],TRUE,0,1022,956,1000,820,742,778,934,1110,670,894,1046,640
19.57,156.13772,155.13044,[M+H]+,TRUE,,,,,,922,[],TRUE,922,910,906,706,1276,1042,1514,1062,766,1110,824,1018,858
19.96,156.88953,155.88226,[M+H]+,TRUE,,,,,,962,[],TRUE,772,1288,1114,928,886,722,870,1006,916,962,1022,1192,1000
0.75,156.96427,155.95699,[M+H]+,TRUE,,,,,,500,[],TRUE,1542,0,394,412,470,566,616,700,0,500,490,618,854
0.18,156.97381,155.96654,[M+H]+,FALSE,,,,,,906,[],TRUE,756,774,664,826,820,1044,892,1208,1172,1016,906,1110,952
0.18,157.08345,156.07617,[M+H]+,FALSE,,C8H12O3,"SmartFormula - mzdev: -0.0025 mSigma: Infinity, ",20000,,520,[],TRUE,1070,448,430,318,582,630,590,568,630,196,450,496,520
0.3,157.96685,156.95957,[M+H]+,FALSE,,,,,,0,[],TRUE,898,0,0,846,896,0,572,0,0,0,0,0,0
0.24,157.96721,156.95994,[M+H]+,TRUE,,,,,,770,[],TRUE,962,734,702,840,722,830,770,548,668,914,808,730,826
0.29,158.00287,156.99559,[M+H]+,FALSE,,,,,,934,[],TRUE,748,724,830,776,934,782,1386,1278,1258,1028,1220,1130,916
0.87,158.00299,156.99571,[M+H]+,FALSE,,,,,,368,[],TRUE,412,0,290,460,468,0,368,312,326,840,356,450,384
19.61,158.09364,157.08636,[M+H]+,TRUE,,C11H11N,"SmartFormula - mzdev: -0.0000 mSigma: 6.44, ",20200,,9808,[],TRUE,8152,9624,10408,9478,10454,10136,8874,9882,9136,9808,9194,10584,10126
2.96,158.0961,157.08882,[M+H]+,TRUE,,C11H11N,"SmartFormula - mzdev: -0.0003 mSigma: 9.09, ",20200,,1222,[],TRUE,1058,1054,944,1306,1416,1358,968,1298,1222,1206,1226,1280,1160
5.25,158.09635,157.08907,[M+H]+,FALSE,,C11H11N,"SmartFormula - mzdev: -0.0001 mSigma: Infinity, ",20000,,0,[],TRUE,0,514,0,0,0,0,0,554,0,0,0,276,918
9.6,158.0964,157.08912,[M+H]+,TRUE,,C11H11N,"SmartFormula - mzdev: -0.0000 mSigma: Infinity, ",20000,,0,[],TRUE,0,0,0,0,0,702,0,0,0,782,0,0,0
7.36,158.09642,157.08914,[M+H]+,TRUE,,C11H11N,"SmartFormula - mzdev: -0.0000 mSigma: Infinity, ",20000,,0,[],TRUE,0,0,502,0,934,0,0,0,0,480,0,0,0
0.84,158.09644,157.08916,[M+H]+,TRUE,,C11H11N,"SmartFormula - mzdev: 0.0000 mSigma: 3.82, ",20200,,2282,[],TRUE,64,2146,2282,1258,1196,1252,2546,4196,2560,2680,3108,1998,3388
3.41,158.09646,157.08918,[M+H]+,TRUE,,C11H11N,"SmartFormula - mzdev: 0.0000 mSigma: Infinity, ",20000,,0,[],TRUE,0,744,0,0,0,0,0,744,0,0,0,0,0
19.58,158.1534,157.14612,[M+H]+,TRUE,,C9H19NO,"SmartFormula - mzdev: -0.0006 mSigma: 6.53, ",20200,,2184,[],TRUE,2210,1830,2542,2364,2340,2134,1908,2090,2070,2188,1894,2214,2184
9.33,158.15346,157.14619,[M+H]+,TRUE,,C9H19NO,"SmartFormula - mzdev: -0.0005 mSigma: 10.08, ",20200,,1894,[],TRUE,2786,2070,2370,1526,2046,1874,1940,1858,1894,1890,1814,1890,2100
11.54,158.15375,157.14648,[M+H]+,TRUE,,C9H19NO,"SmartFormula - mzdev: -0.0002 mSigma: Infinity, ",20000,,0,[],TRUE,0,0,0,338,0,0,328,864,414,450,0,0,0
14.57,158.15391,157.14664,[M+H]+,TRUE,,C9H19NO,"SmartFormula - mzdev: -0.0000 mSigma: Infinity, ",20000,,0,[],TRUE,0,482,0,0,0,716,0,0,0,0,0,0,920
19.56,158.94871,157.94143,[M+H]+,TRUE,,,,,,376,[],TRUE,0,172,254,260,376,694,710,738,634,556,0,0,486
2,158.95859,157.95131,[M+H]+,TRUE,,,,,,3540,[],TRUE,2616,2482,2330,2972,2800,2972,4254,3540,4252,4012,4242,3982,3768
19.98,158.9608,157.95353,[M+H]+,TRUE,,,,,,954,[],TRUE,802,1384,864,914,908,950,1198,896,1496,1120,1184,978,954
0.79,158.96135,157.95407,[M+H]+,TRUE,,,,,,6334,[],TRUE,2368,5230,6334,5822,5336,6514,5838,6430,8432,7426,6058,6596,7216
0.06,158.96146,157.95419,[M+H]+,TRUE,,,,,,6764,[],TRUE,2990,6290,5484,4632,6376,6754,59652,7666,8596,7900,6764,7782,7998
0.23,158.96164,157.95436,[M+H]+,FALSE,,,,,,706,[],TRUE,496,564,518,1090,706,470,536,196,1812,1352,782,1966,1318
19.74,158.96366,157.95638,[M+H]+,TRUE,,,,,,5080,[],TRUE,312,5048,5080,4880,7222,5758,5668,4850,4422,6644,4860,6068,7266
17.46,159.09969,158.09242,[M+H]+,TRUE,,C8H14O3,"SmartFormula - mzdev: -0.0019 mSigma: Infinity, ",20000,,0,[],TRUE,0,0,0,770,0,0,0,0,0,0,384,452,0
19.6,159.0998,158.09252,[M+H]+,TRUE,,C8H14O3,"SmartFormula - mzdev: -0.0018 mSigma: Infinity, ",20000,,1416,[],TRUE,0,1306,1542,1356,1260,1638,1504,1500,1450,1406,1416,1488,1316
17.21,159.09984,158.09257,[M+H]+,TRUE,,C8H14O3,"SmartFormula - mzdev: -0.0017 mSigma: Infinity, ",20000,,0,[],TRUE,0,0,0,786,480,0,0,0,0,0,0,0,510
1.05,159.9659,158.95862,[M+H]+,TRUE,,,,,,1068,[],TRUE,1048,0,1068,1308,1038,1064,1064,0,1392,1394,1178,1236,1216
3,159.96694,158.95966,[M+H]+,FALSE,,,,,,0,[],TRUE,0,0,452,0,0,0,0,0,0,664,0,702,568
19.52,159.96899,158.96172,[M+H]+,TRUE,,,,,,894,[],TRUE,0,510,0,710,758,1102,1850,1158,1062,986,1102,0,894
19.28,159.96905,158.96177,[M+H]+,TRUE,,,,,,0,[],TRUE,0,0,0,0,0,1228,1096,1132,1152,834,804,0,0
19.72,159.96917,158.96189,[M+H]+,TRUE,,,,,,0,[],TRUE,0,0,0,0,0,0,1216,1174,1062,978,996,822,0
0.21,159.9819,158.97462,[M+H]+,FALSE,,,,,,890,[],TRUE,642,880,890,794,836,974,1074,1024,894,950,1040,872,842
19.82,160.94865,159.94137,[M+H]+,TRUE,,,,,,1346,[],TRUE,1166,1208,1932,1346,1336,1260,1224,1348,1660,1390,1442,1598,1346
0.1,160.96843,159.96115,[M+H]+,FALSE,,,,,,904,[],TRUE,916,818,912,796,900,730,904,840,950,864,1058,1140,1044
0.2,160.98954,159.98226,[M+H]+,FALSE,,,,,,2796,[],TRUE,1466,2224,2268,2330,2796,2846,2614,2882,3286,2880,3056,3482,2648
6.52,161.09512,178.09774,"[M+H-H2O]+, [M+H]+",TRUE,,C11H14O2,"SmartFormula - mzdev: -0.0014 mSigma: 8.43, ",20200,,586,[],TRUE,2134,378,476,772,608,584,478,614,442,586,840,720,458
13.37,161.09551,160.08824,[M+H]+,TRUE,,C11H12O,"SmartFormula - mzdev: -0.0002 mSigma: 5.87, ",20200,,2444,[],TRUE,2384,2260,2598,3076,2636,3202,2340,2566,2284,0,2084,2490,2444
10.56,161.09603,160.08875,[M+H]+,TRUE,,C11H12O,"SmartFormula - mzdev: 0.0000 mSigma: 6.08, ",20200,,1038,[],TRUE,0,930,966,1226,892,1392,1038,700,974,1150,1396,1668,1222
13.34,161.09619,320.17782,[M+H+H]2+,TRUE,,,,,,0,[],TRUE,224,0,0,0,0,0,0,0,0,2130,0,0,0
0.69,161.94264,160.93536,[M+H]+,FALSE,,,,,,514,[],TRUE,338,392,520,514,332,560,500,520,434,338,896,534,746
17.09,162.90504,161.89776,[M+H]+,TRUE,,,,,,922,[],TRUE,1006,0,0,0,0,0,922,1064,0,974,946,1184,942
17.61,162.90666,161.89938,[M+H]+,TRUE,,,,,,0,[],TRUE,0,0,922,886,0,0,0,0,914,884,0,0,956
14.33,162.90668,161.89941,[M+H]+,TRUE,,,,,,0,[],TRUE,0,0,0,762,0,0,0,0,0,0,0,0,0
16.7,162.90679,161.89952,[M+H]+,FALSE,,,,,,798,[],TRUE,0,1056,0,0,0,1024,798,1032,1122,0,904,0,1088
17.41,162.90684,161.89957,[M+H]+,TRUE,,,,,,868,[],TRUE,0,950,868,1020,900,852,0,0,974,1190,0,1304,832
16.9,162.90693,161.89965,[M+H]+,TRUE,,,,,,844,[],TRUE,0,0,900,0,844,918,0,0,1110,1294,964,914,0
15.97,162.90694,161.89966,[M+H]+,TRUE,,,,,,808,[],TRUE,0,0,786,812,0,808,900,0,864,0,1098,858,1022
19.83,162.94442,161.93714,[M+H]+,TRUE,,,,,,598,[],TRUE,0,598,680,602,522,876,464,1010,596,520,778,540,622
0.21,162.9687,161.96142,[M+H]+,FALSE,,,,,,500,[],TRUE,524,494,374,446,582,516,732,496,424,500,700,504,466
16.52,163.03881,162.03153,[M+H]+,FALSE,,C9H6O3,"SmartFormula - mzdev: -0.0002 mSigma: Infinity, ",20000,,572,[],TRUE,0,622,602,572,822,482,662,0,632,570,540,568,736
6.45,163.07123,162.06395,[M+H]+,TRUE,4-Hydroxycinnamoylmethane,C10H10O2,"SmartFormula - mzdev: -0.0001 mSigma: Infinity, , Spectral Library - Bruker MetaboBASE Personal Library 2.0",10010,Bruker MetaboBASE Personal Library 2.0,226,[],TRUE,820,300,358,188,218,292,310,278,100,90,148,226,0
13.42,163.07476,162.06749,[M+H]+,TRUE,,,,,,1414,[],TRUE,1410,1204,1668,0,1498,0,1334,1310,1738,1504,1416,1488,1414
13.45,163.07525,324.13595,[M+H+H]2+,TRUE,,,,,,0,[],TRUE,0,1066,0,1720,1354,1698,0,0,0,1108,1340,0,0
8.7,163.0753,162.06802,[M+H]+,TRUE,,C10H10O2,"SmartFormula - mzdev: -0.0001 mSigma: Infinity, ",20000,,466,[],TRUE,0,0,938,466,652,396,504,594,680,446,148,472,0
16.56,163.14845,162.14117,[M+H]+,FALSE,,C12H18,"SmartFormula - mzdev: 0.0003 mSigma: Infinity, ",20000,,398,[],TRUE,0,478,772,256,416,566,398,284,224,606,642,314,226
1.38,163.93758,162.93031,[M+H]+,TRUE,,,,,,1708,[],TRUE,1518,1304,1686,1390,1440,1796,1708,2018,2126,1744,2062,1624,1888
0.17,164.06823,163.06095,[M+H]+,FALSE,,C4H9N3O4,"SmartFormula - mzdev: 0.0016 mSigma: Infinity, ",20000,,736,[],TRUE,614,560,700,736,696,890,752,948,686,860,590,884,1028
14.84,164.10431,163.09703,[M+H]+,TRUE,,C5H13N3O3,"SmartFormula - mzdev: 0.0013 mSigma: Infinity, ",20000,,808,[],TRUE,1120,708,736,822,776,914,772,770,788,922,1354,808,1340
14.59,164.10473,163.09745,[M+H]+,TRUE,,C5H13N3O3,"SmartFormula - mzdev: 0.0018 mSigma: Infinity, ",20000,,508,[],TRUE,0,670,890,0,0,688,638,602,508,0,104,158,810
18.9,164.10572,163.09844,[M+H]+,TRUE,,C10H13NO,"SmartFormula - mzdev: -0.0013 mSigma: Infinity, ",20000,,0,[],TRUE,0,0,0,0,550,0,536,0,0,742,0,0,0
19.57,164.10629,163.09901,[M+H]+,TRUE,,C10H13NO,"SmartFormula - mzdev: -0.0007 mSigma: Infinity, ",20000,,376,[],TRUE,0,376,576,692,0,788,786,0,544,0,0,0,736
19.98,164.98436,163.97709,[M+H]+,TRUE,,,,,,766,[],TRUE,836,788,748,766,798,640,778,884,724,736,748,568,834
12.48,165.09107,164.08379,[M+H]+,TRUE,,C10H12O2,"SmartFormula - mzdev: 0.0001 mSigma: Infinity, ",20000,,616,[],TRUE,0,616,602,510,648,662,532,556,588,778,692,848,806
14.84,165.11169,164.10441,[M+H]+,TRUE,,C8H12N4,"SmartFormula - mzdev: -0.0018 mSigma: 21.21, ",20100,,6326,[],TRUE,8456,5698,7260,6476,6326,6648,6168,6780,7146,6036,5958,5806,5492
14.58,165.11213,164.10486,[M+H]+,TRUE,,C7H16O4,"SmartFormula - mzdev: -0.0000 mSigma: 6.89, ",20200,,5380,[],TRUE,0,6326,5168,5380,5398,5330,5486,4554,4646,6014,4976,6790,6294
7.11,166.04984,165.04251,"[M+H]+, [M+H-H2O]+",TRUE,,C8H7NO3,"SmartFormula - mzdev: -0.0000 mSigma: 6.91, ",20200,,410,[],TRUE,0,320,564,4626,332,220,254,5328,406,570,416,5710,410
7.02,166.08618,165.0789,[M+H]+,TRUE,Tricaine,C9H11NO2,"Spectral Library - Bruker MetaboBASE Personal Library 3.0, SmartFormula - mzdev: -0.0001 mSigma: 6.80, ",20220,Bruker MetaboBASE Personal Library 3.0,624,[],TRUE,150,306,624,1708,3628,590,534,2076,4866,502,332,1820,5300
14.57,166.11875,165.11148,[M+H]+,FALSE,,C10H15NO,"SmartFormula - mzdev: -0.0039 mSigma: 12.49, ",10200,,872,[],TRUE,0,726,80,872,1016,934,802,816,934,992,1030,0,1140
0.19,166.95868,165.9514,[M+H]+,FALSE,,,,,,530,[],TRUE,574,280,682,608,448,414,530,652,508,658,446,480,770
15.93,167.02798,166.02071,[M+H]+,FALSE,,,,,,0,[],TRUE,760,130,0,0,0,0,0,0,202,300,0,146,0
13.75,167.03341,166.02613,[M+H]+,FALSE,,C8H6O4,"SmartFormula - mzdev: -0.0005 mSigma: 8.10, ",20200,,496,[],TRUE,0,704,460,630,540,584,450,406,384,620,312,530,496
15.67,167.05513,166.04786,[M+H]+,TRUE,,,,,,568,[],TRUE,0,1202,620,422,620,568,576,560,576,706,512,516,552
14.02,167.05523,166.04796,[M+H]+,TRUE,,,,,,608,[],TRUE,0,724,596,580,672,864,594,520,564,672,854,608,1132
14.58,170.11694,169.10914,"[M+H]+, [M+H-H2O]+",TRUE,,C9H15NO2,"SmartFormula - mzdev: -0.0006 mSigma: 4.96, ",20200,,4616,[],TRUE,4798,4560,4246,4616,5532,4348,4416,4086,5080,5480,4758,4716,4280
4.9,170.1176,169.11057,"[M+H]+, [M+H-H2O]+",TRUE,,C9H15NO2,"SmartFormula - mzdev: 0.0001 mSigma: 11.23, ",20200,,2182,[],TRUE,378,2056,710,1300,1860,8688,4188,3250,4820,2970,2182,2390,570
17.1,171.09457,170.08729,[M+H]+,TRUE,,C11H10N2,"SmartFormula - mzdev: 0.0029 mSigma: Infinity, ",20000,,0,[],TRUE,788,0,0,0,0,0,0,0,0,0,0,0,0
18.6,171.09846,170.09118,[M+H]+,TRUE,,C9H14O3,"SmartFormula - mzdev: -0.0042 mSigma: 11.08, ",10200,,994,[],TRUE,1228,1058,1290,0,1072,0,1050,994,1172,0,0,0,0
4.19,171.09883,148.10977,"[M+Na]+, [M+H]+",TRUE,,C7H16O3,"SmartFormula - mzdev: -0.0000 mSigma: 8.82, ",20200,,6270,[],TRUE,852,4806,4666,3782,3944,11824,8540,8320,7822,5320,6270,10244,7448
13.41,171.0994,170.09212,[M+H]+,FALSE,,C9H14O3,"SmartFormula - mzdev: -0.0022 mSigma: Infinity, ",20000,,258,[],TRUE,0,370,0,160,306,356,258,332,298,210,718,238,236
14.84,171.10036,170.09308,[M+H]+,TRUE,,C9H14O3,"SmartFormula - mzdev: -0.0013 mSigma: 6.74, ",20200,,3040,[],TRUE,3298,3056,3160,3040,2492,2718,2580,2456,2854,3306,3356,2528,3270
19.38,171.10046,170.09319,[M+H]+,TRUE,,C9H14O3,"SmartFormula - mzdev: -0.0011 mSigma: Infinity, ",20000,,1136,[],TRUE,0,1154,1026,1266,1054,1006,0,1376,1220,1164,1082,1136,1310
