RT [min],m/z meas.,M meas.,Ions,MS/MS,Name,Molecular Formula,Annotations,AQ,Annotation Source,Boxplot,Flags,Include,blank,Avatar_F8,Avatar_F9,Avatar_F10,Avatar_F11,Desiree_F8,Desiree_F9,Desiree_F10,Desiree_F11,Seresta_F8,Seresta_F9,Seresta_F10,Seresta_F11
0.15,308.90571,307.89843,[M+H]+,FALSE,,,,,,1106,[],TRUE,1144,1132,1106,1264,1080,1054,1080,1154,1296,1106,960,1128,1008
9.78,309.12924,308.12197,[M+H]+,TRUE,,C16H20O6,"SmartFormula - mzdev: -0.0040 mSigma: 16.82, ",10100,,712,[],TRUE,750,380,1070,1194,364,712,1210,322,882,0,484,1170,588
19.32,309.12975,308.12247,[M+H]+,TRUE,,C11H20N2O8,"SmartFormula - mzdev: 0.0005 mSigma: Infinity, ",20000,,0,[],TRUE,0,0,720,0,536,0,384,0,514,512,0,0,442
18.92,309.13074,308.12347,[M+H]+,TRUE,,C11H20N2O8,"SmartFormula - mzdev: 0.0015 mSigma: Infinity, ",20000,,542,[],TRUE,0,0,572,894,0,664,406,714,0,542,702,0,560
9.77,309.13086,616.24717,[M+H+H]2+,TRUE,,,,,,0,[],TRUE,0,0,0,0,0,0,0,0,0,980,0,0,0
5.82,309.1325,308.12522,[M+H]+,TRUE,,C11H20N2O8,"SmartFormula - mzdev: 0.0036 mSigma: 25.46, ",10100,,46,[],TRUE,0,972,236,0,0,0,362,0,104,964,0,46,108
6.26,309.13256,308.12528,[M+H]+,TRUE,,C11H20N2O8,"SmartFormula - mzdev: 0.0033 mSigma: 16.70, ",10100,,272,[],TRUE,0,278,1122,238,96,286,1364,272,60,386,972,106,0
7.08,309.13264,308.12536,[M+H]+,TRUE,,C11H20N2O8,"SmartFormula - mzdev: 0.0035 mSigma: 14.32, ",10200,,256,[],TRUE,0,380,324,912,182,94,240,796,98,286,256,906,92
5.46,309.1327,308.12542,[M+H]+,TRUE,,,,,,76,[],TRUE,0,0,80,0,0,1144,98,124,86,0,96,76,0
7.71,309.1691,308.16183,[M+H]+,TRUE,,C17H24O5,"SmartFormula - mzdev: -0.0006 mSigma: 22.00, ",20100,,140,[],TRUE,0,0,0,0,828,160,174,162,762,140,0,352,0
6.46,309.16913,308.16185,[M+H]+,TRUE,,,,,,70,[],TRUE,0,70,896,0,0,0,648,140,136,70,754,132,0
8,309.16929,308.16201,[M+H]+,TRUE,,C17H24O5,"SmartFormula - mzdev: -0.0004 mSigma: Infinity, ",20000,,98,[],TRUE,0,190,80,210,0,98,0,262,0,152,66,164,1012
7.26,309.16932,308.16204,[M+H]+,TRUE,,C17H24O5,"SmartFormula - mzdev: -0.0003 mSigma: Infinity, ",20000,,132,[],TRUE,0,92,156,1944,132,98,152,1108,78,0,108,1280,148
12.64,309.18227,286.19262,"[M+Na]+, [M+H]+",TRUE,,C14H26N2O4,"SmartFormula - mzdev: 0.0039 mSigma: 11.55, ",10200,,1048,[],TRUE,0,1242,816,902,0,1164,974,1088,1048,1444,1390,1178,958
12.65,309.18269,616.35083,[M+H+H]2+,TRUE,,,,,,0,[],TRUE,0,0,0,0,1098,0,0,0,0,0,0,0,0
6.25,309.19043,308.18316,[M+H]+,FALSE,,,,,,288,[],TRUE,0,812,608,296,250,288,762,236,148,742,270,364,194
14.74,309.1933,308.18603,[M+H]+,TRUE,,,,,,0,[],TRUE,1386,0,0,0,0,0,0,0,0,0,0,0,0
14.75,309.20354,308.19626,[M+H]+,FALSE,,C13H28N2O6,"SmartFormula - mzdev: 0.0017 mSigma: 20.49, ",20100,,1470,[],TRUE,0,1762,1702,1408,1272,2064,1634,1722,1324,1470,1468,1510,1296
6.8,309.21689,308.20962,[M+H]+,TRUE,,C12H28N4O5,"SmartFormula - mzdev: 0.0036 mSigma: 2.20, ",10200,,0,[],TRUE,13872,0,0,0,0,0,0,0,0,0,0,0,0
6.78,309.22692,308.21963,"[M+H]+, [M+Na]+",TRUE,,C15H32O6,"SmartFormula - mzdev: -0.0002 mSigma: 7.35, ",20200,,14286,[],TRUE,0,13568,15776,15254,14190,14648,15750,14286,15216,13918,16176,12664,12456
4.58,309.22707,308.2198,[M+H]+,TRUE,,C15H32O6,"SmartFormula - mzdev: -0.0001 mSigma: Infinity, ",20000,,0,[],TRUE,0,670,656,0,0,0,0,0,0,0,768,0,0
3.17,309.22713,308.21986,[M+H]+,TRUE,,C15H32O6,"SmartFormula - mzdev: -0.0000 mSigma: Infinity, ",20000,,0,[],TRUE,0,518,0,696,0,0,0,732,350,0,0,594,458
5.07,309.22732,308.22004,[M+H]+,TRUE,,C15H32O6,"SmartFormula - mzdev: 0.0002 mSigma: Infinity, ",20000,,0,[],TRUE,0,0,0,568,0,0,728,0,774,510,0,0,526
6.75,310.20054,309.19326,[M+H]+,FALSE,,C17H27NO4,"SmartFormula - mzdev: -0.0007 mSigma: Infinity, ",20000,,0,[],TRUE,0,0,0,814,0,0,0,410,0,0,0,426,0
19.31,310.21839,309.21111,[M+H]+,TRUE,,C21H27NO,"SmartFormula - mzdev: 0.0018 mSigma: Infinity, ",20000,,0,[],TRUE,1488,0,0,0,0,0,0,0,0,0,0,0,0
7.49,310.2249,309.21762,[M+H]+,TRUE,,C20H27N3,"SmartFormula - mzdev: -0.0029 mSigma: 13.24, ",20200,,434,[],TRUE,0,0,492,0,628,0,644,576,720,0,434,284,456
19.35,310.22957,309.2223,[M+H]+,TRUE,,C20H27N3,"SmartFormula - mzdev: 0.0018 mSigma: Infinity, ",20000,,1154,[],TRUE,0,1242,1152,1140,1140,1348,1166,1386,1098,1296,1346,0,1154
18.29,310.22958,309.2223,[M+H]+,TRUE,,C20H27N3,"SmartFormula - mzdev: 0.0018 mSigma: Infinity, ",20000,,0,[],TRUE,0,0,0,742,0,846,0,0,0,0,0,0,0
19.06,310.22996,309.22268,[M+H]+,TRUE,,C20H27N3,"SmartFormula - mzdev: 0.0022 mSigma: Infinity, ",20000,,1124,[],TRUE,0,1036,1126,0,1238,1124,0,1276,1380,1128,1010,0,1502
17.96,310.23,309.22272,[M+H]+,TRUE,,C20H27N3,"SmartFormula - mzdev: 0.0022 mSigma: Infinity, ",20000,,0,[],TRUE,0,798,0,786,0,0,0,0,830,0,0,748,800
5.65,311.11198,310.1047,[M+H]+,TRUE,,C15H18O7,"SmartFormula - mzdev: -0.0006 mSigma: Infinity, ",20000,,0,[],TRUE,0,730,0,0,0,766,92,0,0,676,0,0,0
5.75,311.1131,310.10583,[M+H]+,TRUE,,C15H18O7,"SmartFormula - mzdev: 0.0006 mSigma: Infinity, ",20000,,0,[],TRUE,0,0,128,0,0,744,0,0,0,0,0,0,0
8.31,311.1469,310.13962,[M+H]+,FALSE,,C11H22N2O8,"SmartFormula - mzdev: 0.0020 mSigma: Infinity, ",20000,,168,[],TRUE,0,168,190,168,550,0,82,254,988,236,74,0,1452
5.93,311.14814,310.14087,[M+H]+,TRUE,,C16H22O6,"SmartFormula - mzdev: -0.0008 mSigma: Infinity, ",20000,,0,[],TRUE,0,792,0,98,0,0,376,106,0,0,174,0,0
5.55,311.14828,310.141,[M+H]+,TRUE,,C17H18N4O2,"SmartFormula - mzdev: -0.0019 mSigma: 14.88, ",20200,,0,[],TRUE,0,740,154,0,0,1008,286,0,0,720,98,0,0
7.12,311.1484,310.14112,[M+H]+,FALSE,,C16H22O6,"SmartFormula - mzdev: -0.0006 mSigma: 17.74, ",20100,,116,[],TRUE,0,0,184,840,58,0,208,916,0,116,156,754,0
6.58,311.14846,310.14118,[M+H]+,TRUE,,C16H22O6,"SmartFormula - mzdev: -0.0005 mSigma: Infinity, ",20000,,0,[],TRUE,0,172,1004,0,0,114,0,294,0,0,0,0,0
6.26,311.1485,310.14123,[M+H]+,TRUE,,C16H22O6,"SmartFormula - mzdev: -0.0004 mSigma: Infinity, ",20000,,124,[],TRUE,0,254,924,0,0,70,842,174,0,332,870,124,66
13.4,311.19781,310.19053,[M+H]+,FALSE,,C21H26O2,"SmartFormula - mzdev: -0.0029 mSigma: 18.93, ",20100,,892,[],TRUE,0,892,1002,516,786,1148,902,824,964,950,1264,600,580
14.21,311.20902,310.20174,[M+H]+,TRUE,,,,,,0,[],TRUE,804,0,0,0,0,0,0,0,0,0,0,0,0
15.69,311.21873,310.21145,[M+H]+,TRUE,,C13H30N2O6,"SmartFormula - mzdev: 0.0011 mSigma: Infinity, ",20000,,588,[],TRUE,0,1274,866,646,478,536,588,600,454,516,984,538,684
14.21,311.21933,310.21206,[M+H]+,TRUE,,C13H30N2O6,"SmartFormula - mzdev: 0.0017 mSigma: Infinity, ",20000,,622,[],TRUE,0,412,542,424,732,622,694,592,1062,680,658,590,908
18.41,311.24448,310.2372,[M+H]+,FALSE,,,,,,0,[],TRUE,796,0,0,0,0,0,0,0,0,0,0,0,0
15.95,311.24472,310.23745,[M+H]+,TRUE,,,,,,0,[],TRUE,3276,0,0,0,0,0,0,0,0,0,0,0,0
14.93,311.25534,310.24806,[M+H]+,TRUE,,C14H34N2O5,"SmartFormula - mzdev: 0.0013 mSigma: 13.13, ",20200,,14422,[],TRUE,0,16806,16334,13018,12270,16292,16266,15582,13340,14010,15450,14422,12112
15.62,311.28325,310.27598,[M+H]+,TRUE,,C17H34N4O,"SmartFormula - mzdev: 0.0027 mSigma: 21.63, ",20100,,0,[],TRUE,1450,0,0,0,0,0,0,0,0,0,0,0,0
15.61,311.29452,620.57449,[M+H+H]2+,TRUE,,,,,,0,[],TRUE,0,0,0,1282,0,0,0,0,0,0,0,0,0
19.79,311.89442,310.88714,[M+H]+,FALSE,,,,,,1432,[],TRUE,0,1818,1076,1344,1592,1578,1332,1432,1518,1358,1500,1894,1234
6.9,312.18075,311.17348,[M+H]+,FALSE,,C16H25NO5,"SmartFormula - mzdev: 0.0002 mSigma: 29.59, ",20100,,0,[],TRUE,0,0,0,1370,0,0,0,1242,0,0,0,1406,0
19.36,312.25366,311.24638,[M+H]+,FALSE,,C18H33NO3,"SmartFormula - mzdev: 0.0003 mSigma: Infinity, ",20000,,504,[],TRUE,0,494,740,582,0,326,794,466,558,0,544,504,624
18.82,312.31463,311.30736,[M+H]+,TRUE,,,,,,0,[],TRUE,3748,0,0,0,0,0,0,0,0,0,0,0,0
18.83,312.32565,311.31838,[M+H]+,TRUE,,C20H41NO,"SmartFormula - mzdev: -0.0005 mSigma: 24.74, ",20100,,3040,[],TRUE,0,3566,3796,4156,3040,3678,2674,0,3450,2666,3340,2930,2910
18.82,312.32603,622.63752,[M+H+H]2+,FALSE,,,,,,0,[],TRUE,0,0,0,0,0,0,0,3166,0,0,0,0,0
5.44,313.12797,312.12069,[M+H]+,TRUE,,C15H20O7,"SmartFormula - mzdev: -0.0002 mSigma: Infinity, ",20000,,0,[],TRUE,0,592,0,0,0,792,0,0,0,452,0,0,92
5.52,313.12855,312.12127,[M+H]+,TRUE,,C15H20O7,"SmartFormula - mzdev: 0.0004 mSigma: Infinity, ",20000,,0,[],TRUE,0,0,0,0,0,756,0,0,0,630,0,0,0
13.68,313.14228,312.135,[M+H]+,TRUE,,C14H20N2O6,"SmartFormula - mzdev: 0.0026 mSigma: 18.78, ",20100,,984,[],TRUE,1090,666,1486,1360,1346,868,974,904,916,1540,984,820,1178
19.3,313.15094,312.14367,[M+H]+,FALSE,,C13H20N4O5,"SmartFormula - mzdev: 0.0003 mSigma: 16.38, ",20100,,0,[],TRUE,812,0,0,0,0,0,0,0,0,0,0,0,0
19.39,313.16163,312.15436,[M+H]+,FALSE,,C11H24N2O8,"SmartFormula - mzdev: 0.0008 mSigma: 13.71, ",20200,,0,[],TRUE,0,1038,0,0,1180,0,0,1036,0,1010,0,0,1192
19.64,313.16182,312.15455,[M+H]+,FALSE,,C11H24N2O8,"SmartFormula - mzdev: 0.0014 mSigma: 28.64, ",20100,,922,[],TRUE,0,0,1000,1054,906,1050,902,0,930,940,1122,922,0
18.29,313.16193,312.15465,[M+H]+,FALSE,,C11H24N2O8,"SmartFormula - mzdev: 0.0014 mSigma: Infinity, ",20000,,0,[],TRUE,0,0,0,0,832,0,0,0,954,0,0,0,0
19.08,313.162,312.15472,[M+H]+,FALSE,,C11H24N2O8,"SmartFormula - mzdev: 0.0015 mSigma: 20.51, ",20100,,0,[],TRUE,0,0,0,0,0,0,0,0,0,1078,0,0,0
19.09,313.16206,936.46434,[M+H+H2]3+,FALSE,,,,,,0,[],TRUE,0,0,904,0,978,0,0,870,0,0,1064,0,1244
17.53,313.16211,312.15483,[M+H]+,FALSE,,C11H24N2O8,"SmartFormula - mzdev: 0.0016 mSigma: Infinity, ",20000,,312,[],TRUE,0,578,0,504,0,0,0,602,490,312,394,0,786
7.66,313.16251,312.15523,[M+H]+,TRUE,,C11H24N2O8,"SmartFormula - mzdev: 0.0020 mSigma: Infinity, ",20000,,714,[],TRUE,0,436,518,606,748,916,394,504,762,714,794,714,1294
6.99,313.16469,312.15741,[M+H]+,FALSE,,,,,,142,[],TRUE,0,0,142,734,0,0,192,420,162,162,0,440,0
19.11,313.2237,312.21642,[M+H]+,FALSE,,C15H28N4O3,"SmartFormula - mzdev: 0.0003 mSigma: Infinity, ",20000,,0,[],TRUE,838,0,0,0,0,0,0,0,0,0,0,0,0
13.25,313.22442,312.21715,[M+H]+,TRUE,,C15H28N4O3,"SmartFormula - mzdev: 0.0010 mSigma: 26.82, ",20100,,0,[],TRUE,3344,0,0,0,0,0,0,0,0,0,0,0,0
18.8,313.23461,312.22734,[M+H]+,FALSE,,C18H32O4,"SmartFormula - mzdev: -0.0027 mSigma: 16.41, ",20100,,1080,[],TRUE,0,1050,1080,1336,968,1212,1186,1180,998,1118,0,1196,1036
13.25,313.23466,290.2453,"[M+Na]+, [M+H]+, [M+K]+",TRUE,,C17H30N4,"SmartFormula - mzdev: -0.0016 mSigma: 10.82, ",20200,,159142,[],TRUE,0,164364,163352,154998,129792,161922,154092,164664,147668,159142,159936,173478,147330
19.16,313.23492,312.22764,[M+H]+,TRUE,,C13H32N2O6,"SmartFormula - mzdev: 0.0016 mSigma: Infinity, ",20000,,1068,[],TRUE,0,974,1108,1054,1002,0,1284,1148,1362,0,1086,1220,1068
19.69,313.81436,312.80708,[M+H]+,TRUE,,,,,,422,[],TRUE,0,274,338,422,396,676,604,724,0,548,628,490,414
0.18,313.8823,312.87502,[M+H]+,FALSE,,,,,,856,[],TRUE,948,664,1050,844,830,990,920,806,894,762,1236,804,856
12.79,314.23757,313.23029,[M+H]+,TRUE,,C17H31NO4,"SmartFormula - mzdev: 0.0050 mSigma: Infinity, ",10000,,0,[],TRUE,0,712,0,538,0,0,454,0,0,530,0,576,498
12.97,314.23822,313.23094,[M+H]+,TRUE,,,,,,1004,[],TRUE,0,994,1004,1002,1036,1316,1328,1030,860,940,794,1290,1024
6.29,315.12226,314.11499,[M+H]+,FALSE,,C18H18O5,"SmartFormula - mzdev: -0.0004 mSigma: Infinity, ",20000,,122,[],TRUE,0,122,622,122,0,324,710,0,0,72,594,180,0
6.75,315.15762,314.15034,[M+H]+,TRUE,,,,,,0,[],TRUE,0,0,188,1084,0,0,356,696,0,0,342,1066,0
7.76,315.15809,314.15081,[M+H]+,TRUE,,C19H22O4,"SmartFormula - mzdev: -0.0010 mSigma: Infinity, ",20000,,0,[],TRUE,0,0,0,226,782,0,0,344,498,0,0,0,576
7.95,315.15876,314.15148,[M+H]+,FALSE,,,,,,0,[],TRUE,0,0,0,0,528,0,0,0,526,0,0,0,752
19.43,315.16653,314.15926,[M+H]+,TRUE,,,,,,0,[],TRUE,4148,0,0,0,0,0,0,0,0,0,0,0,0
11.56,315.16779,314.16051,[M+H]+,TRUE,,C13H22N4O5,"SmartFormula - mzdev: 0.0015 mSigma: Infinity, ",20000,,0,[],TRUE,960,0,0,0,0,0,0,0,0,0,0,0,0
7.5,315.17685,292.18768,"[M+Na]+, [M+H]+",TRUE,,C15H24N4O2,"SmartFormula - mzdev: -0.0028 mSigma: 14.02, ",20200,,3464,[],TRUE,2396,3032,3008,2180,3694,4114,3464,3114,5264,3298,3830,3634,4662
7.75,315.17723,314.16995,[M+H]+,TRUE,,C11H26N2O8,"SmartFormula - mzdev: 0.0010 mSigma: Infinity, ",20000,,0,[],TRUE,0,978,1224,728,466,0,0,0,0,0,1054,0,0
11.91,315.17759,314.17031,[M+H]+,TRUE,,C11H26N2O8,"SmartFormula - mzdev: 0.0014 mSigma: Infinity, ",20000,,0,[],TRUE,0,844,718,554,756,0,906,0,0,0,0,0,586
9.89,315.17781,314.17054,[M+H]+,TRUE,,C11H26N2O8,"SmartFormula - mzdev: 0.0016 mSigma: 21.52, ",20100,,0,[],TRUE,0,0,0,498,810,0,0,0,0,0,0,568,682
11.58,315.17783,314.17056,[M+H]+,TRUE,,C11H26N2O8,"SmartFormula - mzdev: 0.0016 mSigma: Infinity, ",20000,,0,[],TRUE,0,0,0,0,0,720,0,0,732,0,0,0,674
12.64,315.17788,314.17061,[M+H]+,TRUE,,C11H26N2O8,"SmartFormula - mzdev: 0.0017 mSigma: Infinity, ",20000,,0,[],TRUE,0,0,0,880,818,764,0,0,0,0,0,0,0
10.56,315.17797,314.17069,[M+H]+,TRUE,,C11H26N2O8,"SmartFormula - mzdev: 0.0018 mSigma: 18.89, ",20100,,0,[],TRUE,0,0,0,0,534,0,0,0,548,0,758,0,0
13.4,315.178,314.17072,[M+H]+,TRUE,,C11H26N2O8,"SmartFormula - mzdev: 0.0018 mSigma: Infinity, ",20000,,0,[],TRUE,0,0,0,940,930,0,0,0,812,0,0,0,0
8.12,315.178,314.17073,[M+H]+,TRUE,,C11H26N2O8,"SmartFormula - mzdev: 0.0018 mSigma: Infinity, ",20000,,0,[],TRUE,0,0,0,444,362,0,862,0,734,0,0,0,0
14.7,315.21788,314.2106,[M+H]+,TRUE,,,,,,0,[],TRUE,804,0,0,0,0,0,0,0,0,0,0,0,0
14.81,315.21831,314.21103,[M+H]+,TRUE,,,,,,0,[],TRUE,806,0,0,0,0,0,0,0,0,0,0,0,0
14.78,315.22931,314.22203,[M+H]+,TRUE,,,,,,886,[],TRUE,0,1008,780,744,764,886,966,938,1020,728,890,1014,844
14.46,315.22936,314.22208,[M+H]+,TRUE,,C16H30N2O4,"SmartFormula - mzdev: 0.0015 mSigma: Infinity, ",20000,,394,[],TRUE,0,0,358,350,0,400,422,394,720,404,322,400,404
16.16,315.23023,314.22296,[M+H]+,TRUE,,,,,,334,[],TRUE,0,448,858,288,408,286,334,364,242,464,302,308,356
16.85,315.23115,314.22387,[M+H]+,TRUE,,C21H30O2,"SmartFormula - mzdev: -0.0007 mSigma: Infinity, ",20000,,512,[],TRUE,0,620,922,280,512,688,394,524,578,784,346,306,272
19.66,316.18047,315.1732,[M+H]+,TRUE,,C21H21N3,"SmartFormula - mzdev: -0.0003 mSigma: Infinity, ",20000,,0,[],TRUE,0,0,1300,1006,0,0,984,1002,0,1094,0,1056,0
19.28,316.18056,315.17328,[M+H]+,TRUE,,C21H21N3,"SmartFormula - mzdev: -0.0003 mSigma: Infinity, ",20000,,930,[],TRUE,0,930,902,0,866,956,1076,0,0,976,1144,1066,972
19.49,316.18082,315.17355,[M+H]+,TRUE,,C21H21N3,"SmartFormula - mzdev: -0.0000 mSigma: Infinity, ",20000,,0,[],TRUE,0,0,1156,984,0,0,0,0,1062,1012,936,0,0
18.85,316.1809,315.17362,[M+H]+,TRUE,,C21H21N3,"SmartFormula - mzdev: 0.0001 mSigma: Infinity, ",20000,,906,[],TRUE,0,928,0,806,0,936,0,906,1046,1090,1072,892,1074
7.52,316.18159,315.17431,[M+H]+,TRUE,,,,,,692,[],TRUE,0,648,576,520,710,676,712,690,786,766,848,692,914
3.19,316.21178,315.20451,[M+H]+,TRUE,,C11H29N3O7,"SmartFormula - mzdev: 0.0040 mSigma: 15.20, ",10100,,0,[],TRUE,0,800,0,176,0,222,0,194,132,354,0,0,0
13.78,317.10431,316.09703,[M+H]+,TRUE,,C18H12N4O2,"SmartFormula - mzdev: 0.0010 mSigma: Infinity, ",20000,,0,[],TRUE,922,0,0,0,0,0,0,0,0,0,0,0,0
10.58,317.13493,294.14513,"[M+Na]+, [M+H-H2O]+",FALSE,,C11H22N2O7,"SmartFormula - mzdev: 0.0029 mSigma: 15.68, ",20100,,1372,[],TRUE,1482,1614,1328,1220,1320,1260,1374,1674,1380,1372,1930,1328,1016
6.89,317.13717,316.1299,[M+H]+,TRUE,,C18H20O5,"SmartFormula - mzdev: -0.0012 mSigma: Infinity, ",20000,,120,[],TRUE,0,136,244,1228,116,0,0,1250,0,120,202,954,0
5.73,317.13721,316.12994,[M+H]+,TRUE,,C18H20O5,"SmartFormula - mzdev: -0.0011 mSigma: Infinity, ",20000,,0,[],TRUE,0,0,90,0,0,592,182,0,0,864,188,34,0
7.21,317.13729,316.13002,[M+H]+,TRUE,,,,,,88,[],TRUE,0,0,114,0,0,144,152,0,112,88,230,1024,0
6.47,317.13751,316.13024,[M+H]+,TRUE,,C25H16,"SmartFormula - mzdev: 0.0049 mSigma: 20.58, ",10100,,100,[],TRUE,0,172,0,100,0,102,738,112,0,150,858,84,0
5.51,317.13762,316.13034,[M+H]+,TRUE,,C18H20O5,"SmartFormula - mzdev: -0.0007 mSigma: Infinity, ",20000,,0,[],TRUE,0,762,0,0,0,720,0,0,0,550,0,0,0
6.27,317.13763,316.13035,[M+H]+,TRUE,,C18H20O5,"SmartFormula - mzdev: -0.0007 mSigma: Infinity, ",20000,,0,[],TRUE,0,0,1022,0,0,310,0,0,0,180,0,80,0
10.56,317.17135,316.16407,[M+H]+,TRUE,,C14H24N2O6,"SmartFormula - mzdev: 0.0005 mSigma: 15.13, ",20100,,896,[],TRUE,706,674,856,1082,980,798,896,1042,782,826,1096,1206,1092
7.91,317.17454,316.16727,[M+H]+,TRUE,,C14H24N2O6,"SmartFormula - mzdev: 0.0038 mSigma: 25.41, ",10100,,0,[],TRUE,0,0,52,80,0,0,0,202,734,0,0,0,824
18.83,317.18114,316.17386,[M+H]+,FALSE,,C13H24N4O5,"SmartFormula - mzdev: -0.0008 mSigma: Infinity, ",20000,,0,[],TRUE,742,0,0,0,0,0,0,0,0,0,0,0,0
19.65,317.19242,316.18514,[M+H]+,FALSE,,C11H28N2O8,"SmartFormula - mzdev: 0.0006 mSigma: 23.51, ",20100,,0,[],TRUE,0,0,950,0,0,0,0,0,954,0,0,0,0
18.95,317.19243,316.18515,[M+H]+,FALSE,,C11H28N2O8,"SmartFormula - mzdev: 0.0006 mSigma: Infinity, ",20000,,792,[],TRUE,0,792,0,928,840,794,812,0,0,0,924,0,926
19.44,317.19253,316.18526,[M+H]+,FALSE,,C11H28N2O8,"SmartFormula - mzdev: 0.0007 mSigma: Infinity, ",20000,,0,[],TRUE,0,0,0,0,0,782,0,828,0,918,1012,0,0
19.26,317.19268,316.18541,[M+H]+,FALSE,,C11H28N2O8,"SmartFormula - mzdev: 0.0008 mSigma: Infinity, ",20000,,0,[],TRUE,0,0,0,0,0,0,0,0,842,0,0,870,0
18.64,317.19275,316.18548,[M+H]+,FALSE,,,,,,0,[],TRUE,0,0,0,0,0,0,552,874,0,0,608,0,0
17.49,317.2935,316.28623,[M+H]+,FALSE,,C21H36N2,"SmartFormula - mzdev: -0.0016 mSigma: Infinity, ",20000,,0,[],TRUE,816,0,0,0,0,0,0,0,0,0,0,0,0
6.03,318.19544,634.37633,[M+H+H]2+,TRUE,,,,,,118,[],TRUE,0,1074,118,94,200,0,118,76,154,1342,114,116,128
5.88,318.19645,634.37768,"[M+H+H]2+, [M+H]+, [M+Na]+",TRUE,,C29H54N4O11,"SmartFormula - mzdev: -0.0003 mSigma: 10.82, ",20200,,330,[],TRUE,0,35284,344,330,250,22596,240,464,204,38022,488,226,162
6.06,318.1965,317.18922,[M+H]+,FALSE,,C21H23N3,"SmartFormula - mzdev: 0.0000 mSigma: Infinity, ",20000,,0,[],TRUE,0,0,0,0,0,754,0,0,154,0,0,0,164
6.2,318.19738,634.38022,[M+H+H]2+,FALSE,,,,,,86,[],TRUE,0,746,0,0,92,394,0,102,86,860,0,0,124
10.25,318.28935,317.28208,[M+H]+,TRUE,,,,,,0,[],TRUE,778,0,0,0,0,0,0,0,0,0,0,0,0
10.27,318.29986,317.29258,[M+H]+,TRUE,,C18H39NO3,"SmartFormula - mzdev: -0.0004 mSigma: 22.03, ",20100,,924,[],TRUE,0,924,1254,864,806,934,1130,958,970,914,744,1070,778
17.51,318.30825,317.30098,[M+H]+,FALSE,,C17H39N3O2,"SmartFormula - mzdev: -0.0033 mSigma: Infinity, ",10000,,576,[],TRUE,0,444,506,474,576,574,602,606,602,510,842,882,712
0.08,318.98083,317.97355,[M+H]+,FALSE,,,,,,1178,[],TRUE,1178,1146,1136,1060,1536,964,1306,1306,1148,1130,1352,1538,1290
5.37,319.11616,318.10888,[M+H]+,TRUE,,,,,,0,[],TRUE,0,864,0,0,0,0,0,0,0,0,0,0,0
6.19,319.11643,318.10916,[M+H]+,TRUE,,C12H18N2O8,"SmartFormula - mzdev: 0.0029 mSigma: 14.96, ",20200,,0,[],TRUE,0,348,1008,0,0,350,1330,0,0,370,0,0,0
5.67,319.11668,318.10941,[M+H]+,TRUE,,C17H18O6,"SmartFormula - mzdev: -0.0009 mSigma: Infinity, ",20000,,0,[],TRUE,0,0,0,0,0,718,0,0,0,800,230,0,0
7.09,319.15323,318.14595,[M+H]+,TRUE,,C18H22O5,"SmartFormula - mzdev: -0.0008 mSigma: 18.89, ",20100,,172,[],TRUE,0,172,186,1106,0,124,202,1118,0,172,0,1082,100
8.18,319.15332,318.14605,[M+H]+,TRUE,,C18H22O5,"SmartFormula - mzdev: -0.0007 mSigma: 29.23, ",20100,,100,[],TRUE,0,0,128,188,2836,0,80,100,2468,68,0,188,2716
6.65,319.15344,318.14617,[M+H]+,TRUE,,C18H22O5,"SmartFormula - mzdev: -0.0006 mSigma: 17.01, ",20100,,0,[],TRUE,0,104,1196,178,0,172,0,262,0,0,550,0,0
6.34,319.15358,318.14631,[M+H]+,TRUE,,,,,,0,[],TRUE,0,70,0,0,0,0,1140,0,0,0,854,0,0
7.95,319.19002,318.18274,[M+H]+,TRUE,,C19H26O4,"SmartFormula - mzdev: -0.0004 mSigma: Infinity, ",20000,,0,[],TRUE,0,0,0,0,478,0,0,200,802,0,0,160,664
12.71,319.22357,318.21629,[M+H]+,TRUE,,C15H30N2O5,"SmartFormula - mzdev: 0.0008 mSigma: Infinity, ",20000,,552,[],TRUE,0,374,546,552,652,538,672,384,576,902,646,522,606
19.43,319.28382,318.27654,[M+H]+,FALSE,,C18H38O4,"SmartFormula - mzdev: -0.0005 mSigma: Infinity, ",20000,,464,[],TRUE,0,0,466,0,534,0,464,534,0,536,794,0,684
18.82,319.28402,318.27674,[M+H]+,FALSE,,,,,,346,[],TRUE,0,578,392,388,386,594,0,346,0,0,0,776,0
5.24,320.22158,319.21431,[M+H]+,TRUE,,,,,,0,[],TRUE,0,0,1274,0,0,0,360,0,0,0,416,0,0
13.81,320.24477,319.2375,[M+H]+,TRUE,,C16H33NO5,"SmartFormula - mzdev: 0.0016 mSigma: Infinity, ",20000,,0,[],TRUE,856,0,0,0,0,0,0,0,0,0,0,0,0
13.95,320.25513,957.74356,[M+H+H2]3+,TRUE,,,,,,0,[],TRUE,0,1170,0,0,1270,0,0,0,0,0,0,0,0
13.93,320.25576,297.26649,"[M+Na]+, [M+H]+",TRUE,,C18H35NO2,"SmartFormula - mzdev: -0.0003 mSigma: 15.29, ",20100,,1832,[],TRUE,0,0,972,1078,0,2092,2106,2030,2070,1832,2496,1938,1218
15.1,320.2762,319.26893,[M+H]+,FALSE,,,,,,0,[],TRUE,704,0,0,0,0,0,0,0,0,0,0,0,0
