"mzmed","mzmin","mzmax","rtmed","rtmin","rtmax","npeaks","G1","G10","G11","G12","G13","G14","G15","G17","G18","G19","G2","G21","G22","G23","G4","G5","G6","G7","G8","G9","NP"
"FT5126",795.564964951762,795.564336573605,795.566016244493,1019.43112182617,1014.18817138672,1023.92742919922,62,3,3,4,5,2,1,3,1,1,3,3,3,3,4,2,2,2,5,5,3,4
"FT5127",795.582126190682,795.581339138697,795.583251000001,1073.86303710938,1064.59912109375,1077.31408691406,47,5,4,4,1,1,1,3,0,0,1,3,3,2,2,1,1,1,3,4,3,4
"FT5128",795.551139222839,795.546278612537,795.563446555748,978.811218261719,972.509216308594,988.060729980469,31,0,0,1,2,0,2,2,3,2,1,1,0,1,0,1,1,3,2,4,3,1
"FT5129",796.084719397956,796.083903980518,796.0858633086,1047.87426757812,1039.69653320312,1053.72106933594,101,5,5,5,5,5,4,5,5,5,5,5,4,5,4,4,5,5,5,5,5,5
"FT5130",796.070963571374,796.067234215088,796.072058182926,1002.95999145508,995.163513183594,1010.86389160156,84,5,4,5,2,2,5,4,5,5,5,3,0,5,2,3,5,5,5,5,3,5
"FT5131",796.070681400134,796.050871290778,796.071568353066,982.468780517578,974.396057128906,988.480041503906,82,4,2,5,5,2,5,3,4,5,5,3,0,5,1,3,5,5,5,5,4,5
"FT5132",796.057178081633,796.054290271914,796.058058337333,939.768981933594,931.922790527344,951.567932128906,67,3,1,5,4,2,5,3,5,5,3,3,0,4,0,1,5,4,4,5,4,0
"FT5133",796.066559238027,796.065864886475,796.067627011009,1019.48052978516,1014.55706787109,1024.291015625,36,3,1,3,3,3,2,2,0,0,3,2,3,2,0,0,0,0,3,4,2,0
"FT5134",796.472315180709,796.471422804039,796.473159327914,707.186828613281,701.128601074219,711.966247558594,35,3,2,3,1,0,3,4,1,2,1,1,1,1,0,1,1,1,1,3,5,0
"FT5135",796.566161860974,796.564835406643,796.56710970021,894.610870361328,887.398620605469,899.289428710938,104,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4
"FT5136",796.572856874689,796.572016404801,796.573918836072,982.516815185547,974.396057128906,987.704956054688,82,4,2,5,4,2,5,4,5,5,5,3,0,5,1,3,5,5,5,5,4,5
"FT5137",796.585841523046,796.552842859702,796.587557620784,1047.60583496094,1039.69653320312,1062.90026855469,68,4,3,3,1,2,2,4,4,3,3,4,2,3,2,1,2,4,3,5,3,3
"FT5138",796.586581697991,796.567963316594,796.608916050777,1026.12524414062,1013.81878662109,1035.46618652344,61,3,5,2,3,3,1,5,2,2,2,4,3,3,3,2,2,2,2,2,2,5
"FT5139",796.558806974347,796.555695287454,796.55955900076,939.526489257812,933.054260253906,953.480651855469,38,0,0,2,3,0,3,3,4,5,2,1,0,1,0,1,1,3,3,3,2,0
"FT5140",797.074592345333,797.053036342109,797.076195132857,982.287506103516,974.111999511719,1003.02532958984,86,5,3,5,5,3,5,4,5,5,5,3,0,4,1,3,5,5,5,5,4,3
"FT5141",797.088281202876,796.943288952527,797.089057498119,1026.40124511719,1019.00946044922,1035.10473632812,60,3,5,4,4,4,1,4,2,0,3,3,2,4,2,2,1,2,1,3,2,3
"FT5142",797.060526754522,797.060023090981,797.061259776479,914.539489746094,906.724609375,918.221557617188,19,1,0,2,1,0,2,0,3,4,0,1,0,1,0,0,1,1,0,1,1,0
"FT5143",797.559583149875,797.558473288749,797.573456395065,1047.87280273438,1039.33447265625,1053.72106933594,94,5,5,5,5,3,4,5,3,4,5,5,4,5,3,4,5,4,4,5,5,5
"FT5144",797.541571346408,797.540261257668,797.612335242194,1020.53430175781,1010.86389160156,1032.171875,89,4,5,5,4,4,1,5,1,1,4,5,3,4,2,2,1,4,3,5,2,3
"FT5145",797.524720008764,797.522335313662,797.576096365779,988.068664550781,970.255065917969,996.275207519531,53,3,1,4,4,1,2,2,2,3,1,2,0,3,1,1,0,3,4,5,0,1
"FT5146",797.56250651217,797.561109126859,797.563562424421,914.544738769531,908.960021972656,918.694946289062,23,0,0,5,1,0,2,1,3,2,0,1,0,1,0,0,1,1,1,3,1,0
"FT5147",798.060903016048,798.060161464206,798.062211659976,1047.93933105469,1039.33447265625,1053.72106933594,100,5,5,5,5,4,4,5,5,5,5,5,4,5,3,5,5,5,5,5,5,5
"FT5148",798.042841400488,797.946209775119,798.092848680975,1017.6162109375,1010.49249267578,1030.31909179688,52,4,0,5,4,3,1,4,2,1,1,2,1,4,0,2,2,3,4,5,1,1
"FT5149",798.02510608097,797.899244229344,798.043474435684,989.750335693359,983.646667480469,1001.91705322266,32,3,0,4,3,0,2,0,2,2,0,2,0,2,1,1,0,2,3,5,0,0
"FT5150",798.237782682811,798.207839810354,798.270025288113,1107.85009765625,1095.85107421875,1114.94604492188,78,2,2,1,5,3,4,3,5,5,4,3,0,5,1,4,5,4,3,4,3,5
"FT5151",798.548700478564,798.52531222332,798.57428182109,983.185821533203,974.396057128906,996.604125976562,92,4,4,5,5,3,5,4,5,5,5,3,1,5,1,3,5,5,4,5,4,4
"FT5152",798.582154659746,798.508406356566,798.60159939427,1109.27258300781,1096.9091796875,1115.74670410156,89,4,4,4,4,3,5,3,5,5,5,3,0,5,3,3,5,5,5,5,5,5
"FT5153",798.562822730939,798.550957597137,798.564443965054,1047.25744628906,1038.07092285156,1052.24255371094,71,5,3,2,4,2,4,3,4,4,3,5,2,5,1,1,5,4,1,5,4,2
"FT5154",798.919233499552,798.912222724569,798.92693608007,1109.70721435547,1097.33508300781,1116.78381347656,86,4,4,4,5,4,5,2,4,5,5,4,0,5,3,3,4,5,5,5,5,5
"FT5155",799.050734817676,799.027778773724,799.051565588534,982.203979492188,968.561096191406,998.09814453125,87,3,2,5,5,2,5,3,5,5,4,3,0,5,2,2,5,5,5,5,4,1
"FT5156",799.06296874299,799.060057039338,799.0642902575,1024.69897460938,1017.54516601562,1029.91345214844,46,3,3,3,2,2,3,4,2,0,2,2,3,4,1,1,2,3,1,3,1,1
"FT5157",799.2545494386,799.251167214927,799.256003465835,1110.01171875,1102.44763183594,1115.36987304688,72,2,4,4,2,2,5,2,3,4,5,3,0,4,3,3,4,3,5,5,4,5
"FT5158",799.515363030275,799.514131680364,799.516149427202,894.610870361328,887.398620605469,899.289428710938,104,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4
"FT5159",799.58930626684,799.523346300118,799.59032980263,1109.76477050781,1101.69799804688,1114.32958984375,55,0,2,4,3,1,3,2,3,3,3,2,0,4,2,1,4,2,4,5,3,4
"FT5160",799.564787261642,799.562786347261,799.566454809284,1024.72369384766,1017.90716552734,1030.59631347656,52,4,4,3,2,2,2,4,2,1,1,5,3,3,2,1,1,3,2,4,1,2
"FT5161",799.552021804323,799.529674307624,799.56920919263,982.42138671875,968.924255371094,1003.78692626953,49,1,0,4,4,1,3,2,4,5,2,2,1,2,0,0,4,2,3,2,1,1
"FT5162",799.538503152912,799.537637378213,799.539094803938,915.679809570312,909.340454101562,922.014465332031,23,1,0,2,0,0,2,2,3,4,0,1,0,0,0,0,1,2,2,2,1,0
"FT5163",800.067737541499,800.06694783833,800.068585287237,1023.88427734375,1017.54516601562,1027.92468261719,27,4,2,1,2,0,0,2,2,1,1,1,1,2,1,1,1,2,1,1,0,1
"FT5164",800.51892068107,800.517979762644,800.541756571345,894.580871582031,887.020141601562,908.587646484375,105,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4
"FT5165",800.565429500767,800.563961404625,800.568295918154,1023.89624023438,1017.15637207031,1028.77661132812,56,1,3,1,1,0,4,3,5,5,4,3,1,5,1,2,4,3,2,3,3,2
"FT5166",801.08000895568,801.077683335752,801.081558174806,1068.49847412109,1059.46801757812,1073.87121582031,66,4,5,1,0,4,3,5,3,2,5,3,4,2,4,4,1,4,2,3,3,4
"FT5167",801.067598874746,801.06654792526,801.24314115593,1023.44934082031,1016.05725097656,1027.693359375,50,2,2,1,0,0,3,3,5,5,4,1,2,4,0,2,4,4,2,3,1,2
"FT5168",801.473883464623,801.472606766072,801.474807801332,863.171569824219,855.900390625,868.017639160156,96,5,4,5,3,5,4,4,5,5,4,5,4,5,4,5,5,5,5,5,5,4
"FT5169",801.573431576811,801.544964785156,801.574308973672,1022.79437255859,1014.16796875,1028.01916503906,107,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5
"FT5170",801.555357739513,801.554524534571,801.577155516607,997.388366699219,988.757141113281,1002.888671875,96,5,4,5,5,4,5,5,5,5,5,5,2,5,3,4,5,5,4,5,4,5
"FT5171",801.582023410791,801.568867881709,801.583439860854,1068.52954101562,1060.07800292969,1080.92370605469,67,4,4,2,1,1,2,5,1,1,5,4,4,3,4,3,2,2,4,5,4,5
"FT5172",801.518408677366,801.517150773381,801.519146855254,754.581268310547,748.320373535156,758.783996582031,46,3,4,3,3,0,1,5,1,2,1,2,3,0,2,1,1,2,3,4,5,0
"FT5173",801.537482862811,801.507936046951,801.540486559772,970.548950195312,962.467712402344,975.762512207031,47,2,0,5,3,1,2,0,4,3,0,2,0,4,0,1,3,3,4,5,4,0
"FT5174",801.522601736437,801.520996887243,801.544519748347,894.05615234375,887.398620605469,897.474975585938,47,3,2,2,2,2,2,1,3,3,2,1,2,4,2,2,2,2,3,4,2,1
"FT5175",801.558590774354,801.547259290273,801.568903959118,1110.974609375,1095.43212890625,1115.36767578125,31,0,0,1,2,0,3,2,5,1,1,0,2,3,1,1,3,1,1,0,2,2
"FT5176",801.518344803723,801.517846911374,801.519083321854,777.80859375,775.227661132812,781.503662109375,19,1,0,0,1,0,1,4,0,1,1,1,2,0,0,1,0,2,1,2,1,0
"FT5177",801.893263283008,801.887371301469,801.907034532657,1110.98321533203,1094.70581054688,1117.55688476562,50,2,0,1,2,0,4,2,5,5,2,1,1,3,0,4,4,4,1,0,2,5
"FT5178",802.075428131894,802.046809631703,802.076471557155,1022.79388427734,1010.07000732422,1028.01916503906,108,5,5,5,5,5,5,5,5,5,5,5,4,5,4,5,5,5,5,5,5,5
"FT5179",802.089240489081,802.088630091283,802.090186354097,1073.28961181641,1064.54541015625,1080.294921875,104,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5
"FT5180",802.057481518632,802.053324354709,802.068046992931,997.587554931641,989.597351074219,1008.87713623047,100,5,4,5,5,4,5,5,5,5,5,5,2,5,3,4,5,5,5,5,5,5
"FT5181",802.071227671974,802.07065227889,802.071720571123,1040.78340820312,1034.82482910156,1045.54113769531,24,1,3,1,3,4,1,2,0,0,1,1,4,0,1,0,0,0,2,0,0,0
"FT5182",802.039296173083,802.009773757717,802.227822046901,970.623931884766,952.935913085938,975.762512207031,48,2,0,5,2,0,4,1,4,2,1,2,1,3,0,1,3,5,3,5,3,0
"FT5183",802.228236948619,802.186622342682,802.251604520319,1108.46960449219,1095.97961425781,1114.61633300781,49,1,0,3,2,1,4,2,5,1,1,0,2,3,2,5,1,1,2,0,2,4
"FT5184",802.577027410878,802.555513937729,802.578249208818,1022.79339599609,1011.18969726562,1028.01916503906,103,5,5,5,5,3,5,5,5,5,5,5,4,5,3,5,5,5,5,5,5,5
"FT5185",802.5909207872,802.553763393479,802.591932987946,1073.28295898438,1060.51049804688,1078.06091308594,105,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5
"FT5186",802.559182595525,802.554769391819,802.57116293684,997.79296875,989.220947265625,1009.68206787109,81,5,2,5,3,2,4,2,5,5,2,4,0,4,1,3,5,5,5,5,4,2
"FT5187",802.562931725733,802.540489631656,802.563671356928,960.935485839844,952.701843261719,973.291931152344,81,3,2,5,4,1,5,3,5,5,3,3,0,5,0,2,5,5,3,5,3,2
"FT5188",802.572832329676,802.571883057139,802.574458445294,1039.64398193359,1033.32861328125,1044.07836914062,44,4,2,2,5,1,0,3,2,2,3,1,2,2,2,1,2,1,4,3,2,0
"FT5189",802.593766306726,802.520523282788,802.598601717543,1108.02709960938,1098.10522460938,1114.98315429688,33,1,1,2,2,2,1,1,1,0,0,0,2,0,3,4,0,2,2,1,1,1
"FT5190",802.930751075098,802.855290140126,802.93364528201,1108.95922851562,1097.73767089844,1114.98315429688,43,3,2,3,2,2,1,3,1,0,1,1,3,0,4,4,0,2,3,2,2,1
"FT5191",803.078623123017,803.0747770279,803.080393572462,1022.86749267578,1014.53973388672,1031.42333984375,96,5,4,5,5,3,5,5,5,5,5,5,1,5,3,4,5,5,5,5,5,5
"FT5192",803.092506423095,802.905961000123,803.093493683962,1073.30017089844,1058.26257324219,1080.294921875,99,5,5,5,5,5,5,5,3,3,5,4,4,4,4,5,5,5,5,5,5,5
"FT5193",803.074294583989,803.073391459567,803.075099358864,1039.98840332031,1033.32861328125,1044.07836914062,64,3,2,5,5,2,0,3,2,3,4,3,1,3,3,3,3,5,5,5,3,1
"FT5194",803.06077044737,803.059923331744,803.061634536765,976.961791992188,972.11181640625,981.127685546875,23,1,0,2,0,0,1,0,3,0,1,0,0,1,0,2,1,2,4,4,1,0
"FT5195",803.07861414556,803.07751350995,803.248925152189,1002.6435546875,994.432983398438,1007.45147705078,90,5,4,5,5,3,5,4,5,5,5,4,0,5,3,3,5,5,5,5,4,5
"FT5196",803.064920484844,803.064218485135,803.065668147567,960.5634765625,952.309692382812,965.758361816406,82,4,2,5,4,2,5,4,5,5,5,3,0,5,1,4,5,4,5,5,4,5
"FT5197",803.211526017649,803.209424419931,803.268243843869,1110.462890625,1098.10522460938,1114.98327636719,66,3,1,2,2,2,4,3,5,5,3,1,2,5,4,5,3,4,3,1,3,2
"FT5198",803.497494409166,803.496807815336,803.498536667798,680.659637451172,674.372619628906,685.580505371094,62,4,4,4,5,0,3,3,5,4,2,2,1,1,0,3,3,4,5,4,5,0
"FT5199",803.580614805946,803.579520147115,803.581934627638,1002.60089111328,995.163513183594,1008.58270263672,89,5,4,5,4,3,5,4,5,5,5,4,0,5,3,3,5,5,5,5,4,5
"FT5200",803.54509012926,803.544144123105,803.601619066977,1110.96948242188,1103.62719726562,1116.0869140625,60,2,0,3,0,2,4,3,5,5,2,3,1,5,3,4,3,3,2,0,3,5
"FT5201",803.57960908201,803.578800836232,803.594625052601,1023.14965820312,1016.77020263672,1033.67175292969,51,1,2,2,2,1,5,1,3,4,2,3,0,2,0,2,4,4,2,2,3,4
"FT5202",803.566785496864,803.565842044496,803.570647602416,960.581146240234,949.164489746094,965.378173828125,48,1,0,4,2,0,5,1,4,5,3,2,0,2,0,1,4,3,3,5,1,1
"FT5203",803.553148882344,803.552205191205,803.556233575932,892.057586669922,888.896850585938,896.704467773438,30,1,0,2,2,0,3,2,3,4,0,1,0,1,0,1,1,3,2,3,1,0
"FT5204",803.563104917357,803.562329524158,803.564382881758,978.39404296875,973.924011230469,981.398193359375,19,0,0,1,1,0,1,0,0,0,1,1,0,4,0,1,1,1,3,3,1,0
"FT5205",803.570316885542,803.569560407372,803.571156998041,728.490661621094,722.369445800781,731.216491699219,50,5,3,0,0,1,3,3,1,2,2,3,0,5,2,2,4,5,0,0,4,5
"FT5206",803.879435773614,803.878561186554,803.935670464353,1111.12054443359,1103.68627929688,1115.74670410156,46,3,0,1,1,0,4,1,5,5,3,1,0,5,2,2,3,3,2,0,2,2
"FT5207",804.068411957988,804.067772717041,804.068844353673,936.694702148438,930.153991699219,940.174560546875,29,0,0,4,2,0,2,1,3,4,0,1,0,1,0,0,1,3,2,4,1,0
"FT5208",804.054549342091,804.052989143795,804.055143838633,891.804077148438,884.415161132812,898.178588867188,27,1,0,2,1,0,2,2,3,4,0,1,0,1,0,1,1,2,3,2,1,0
"FT5209",804.06818977415,804.048889587692,804.068647655356,959.925842285156,948.572326660156,962.061096191406,19,0,0,2,0,0,2,1,2,4,0,1,0,1,0,0,0,0,2,3,1,0
"FT5210",804.082504021518,804.059999681116,804.083936446352,1002.63208007812,988.456970214844,1016.45971679688,89,5,4,5,5,1,5,4,5,5,5,3,0,5,3,3,5,5,5,5,4,5
"FT5211",804.501098390031,804.500258330918,804.50190061181,680.316223144531,675.121154785156,683.689453125,22,2,1,3,2,0,0,2,1,1,0,1,0,0,0,1,1,1,1,4,1,0
"FT5212",804.529159334538,804.528335262951,804.573726543064,739.460144042969,725.984558105469,743.786987304688,107,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
"FT5213",804.56704969056,804.566199306567,804.567831890017,1073.25225830078,1064.59912109375,1080.66394042969,74,5,5,4,5,3,3,4,2,1,3,5,4,4,3,3,2,4,4,5,3,2
"FT5214",804.549974222983,804.548745464696,804.59836613172,1040.30187988281,1022.41778564453,1052.98693847656,61,4,2,3,5,2,1,3,2,1,1,2,2,4,2,1,1,3,4,5,1,0
"FT5215",804.570428981825,804.56952980236,804.571199817598,935.872528076172,931.301086425781,944.275939941406,20,0,0,1,1,0,2,1,3,4,0,1,0,1,0,0,1,0,2,2,1,0
"FT5216",805.068767503203,805.0680638105,805.069766488361,1073.09649658203,1064.59912109375,1078.06091308594,70,4,4,5,5,2,3,5,2,1,4,4,4,4,2,3,1,4,3,5,3,2
"FT5217",805.05088920199,805.050025680662,805.099141030008,1038.51776123047,1031.42333984375,1049.02319335938,36,4,0,4,4,1,0,3,1,1,1,1,1,2,0,1,1,3,3,4,1,0
"FT5218",805.072057903696,805.070702437942,805.073209754595,936.037109375,931.301086425781,941.652648925781,25,1,0,3,1,0,2,2,2,4,0,1,0,1,0,0,1,3,3,0,1,0
"FT5219",805.197245563923,805.195967819817,805.197729702695,1107.74670410156,1102.19226074219,1115.28771972656,36,3,0,1,3,0,2,2,4,2,2,2,0,5,1,1,2,3,1,0,1,1
"FT5220",805.564728697802,805.52049789169,805.565813021404,955.443115234375,946.096618652344,961.14892578125,119,5,4,5,4,5,5,4,5,5,5,4,5,5,4,5,5,5,5,5,5,4
"FT5221",805.549526166071,805.548249859567,805.560561146163,853.199035644531,845.829223632812,869.130004882812,104,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4
"FT5222",805.532406539893,805.531540130278,805.533473602262,739.577972412109,733.440551757812,743.786987304688,82,5,4,4,4,2,4,5,4,4,3,3,5,5,5,3,3,4,4,4,5,2
"FT5223",805.556433663234,805.555263704636,805.557898196807,1002.94445800781,994.784729003906,1007.81842041016,81,4,4,5,5,2,4,4,5,5,5,4,0,5,1,3,5,5,4,5,4,2
"FT5224",805.570475715207,805.569478502694,805.575494620616,1071.45849609375,1064.59912109375,1076.587890625,39,4,1,1,3,2,1,4,2,1,1,2,2,3,1,1,1,2,2,4,1,0
"FT5225",805.539520773027,805.538676706959,805.587017312429,976.972595214844,970.648681640625,983.203002929688,33,2,0,4,2,0,1,3,2,0,0,1,0,2,0,2,2,2,4,5,0,0
"FT5226",806.040720814567,806.039726323086,806.041726773303,976.923522949219,970.284240722656,980.594543457031,28,2,0,2,0,0,2,1,2,2,0,2,0,2,0,2,1,3,2,5,0,0
"FT5227",806.022978424417,806.022286872208,806.023819501613,950.396545410156,945.308471679688,953.944763183594,8,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,4,0,0
"FT5228",806.058504328568,806.03520167277,806.238854408109,1002.58312988281,988.456970214844,1016.84020996094,89,5,4,5,5,2,4,4,5,5,5,3,0,5,1,4,5,5,4,5,5,4
"FT5229",806.581102642209,806.58007479321,806.58194391702,811.142456054688,804.039001464844,815.364318847656,104,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4
"FT5230",806.568399516644,806.567165739415,806.570981752025,955.861389160156,947.866760253906,961.14892578125,79,5,4,4,2,4,3,3,4,3,4,2,4,4,4,5,5,4,5,4,3,3
"FT5231",806.561265817297,806.53849232671,806.596132725682,1002.95697021484,990.301818847656,1017.61895751953,82,4,4,5,3,1,3,3,4,5,3,4,2,5,1,3,4,3,3,4,3,2
"FT5232",806.546377443298,806.545722526306,806.550031556929,938.649658203125,931.565307617188,943.511169433594,37,1,0,3,1,0,2,3,4,4,0,2,0,2,0,1,2,3,2,5,2,0
"FT5233",806.553246211449,806.551515308758,806.555112310001,852.120239257812,848.045471191406,855.282836914062,19,1,1,0,1,1,0,1,4,2,0,0,0,3,1,0,1,1,0,0,0,2
"FT5234",807.048163881456,807.047548862704,807.049116462114,937.188140869141,930.930480957031,940.991149902344,30,1,0,3,0,0,2,3,4,5,0,1,0,2,0,1,1,2,3,1,1,0
"FT5235",807.54391124177,807.542852019201,807.544809123935,859.686004638672,852.58203125,863.972229003906,104,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4
"FT5236",807.57336874762,807.57237885421,807.574795478026,1043.10119628906,1034.0810546875,1048.50024414062,83,4,4,3,2,3,4,5,4,5,5,5,2,5,3,2,4,5,4,5,4,5
"FT5237",808.075279312692,808.074388068911,808.076610418726,1042.92785644531,1034.45349121094,1048.50024414062,86,4,4,3,2,3,4,5,5,5,5,5,3,5,3,3,5,4,4,5,4,5
"FT5238",808.575400932036,808.55280617298,808.576386667993,925.281188964844,908.587646484375,932.65087890625,185,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4
"FT5239",808.547387941787,808.546461751226,808.548220344493,859.686004638672,852.58203125,863.972229003906,104,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4
"FT5240",808.581294831173,808.552877707031,808.582312475192,1043.525390625,1035.18835449219,1048.93920898438,107,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5
"FT5241",808.562942524416,808.561823045124,808.563836780841,1016.43511962891,1007.8740234375,1021.67645263672,104,5,5,5,5,5,5,5,5,5,5,5,4,5,4,5,5,5,5,5,5,5
"FT5242",808.545340209182,808.515626856959,808.549525287884,989.000427246094,983.269226074219,994.015930175781,63,4,0,5,5,3,3,3,3,2,1,3,0,4,1,3,2,4,5,5,4,2
"FT5243",809.08312726993,809.054371220839,809.084197945931,1043.525390625,1035.18835449219,1049.70751953125,107,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5
"FT5244",809.065056184971,809.064283985135,809.066308456432,1016.38159179688,1007.8740234375,1021.67645263672,104,5,5,5,5,5,5,5,5,5,5,5,4,5,4,5,5,5,5,5,5,5
"FT5245",809.047355809997,809.015697583685,809.052462112104,988.798522949219,981.097839355469,994.015930175781,65,5,0,5,4,1,4,3,3,2,2,2,0,5,0,3,5,4,5,5,4,1
"FT5246",809.484535689037,809.483792747641,809.485370168831,739.748260498047,733.440551757812,744.150817871094,100,5,5,5,5,2,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,4
"FT5247",809.578832602016,809.534561626536,809.579763742486,925.723663330078,916.393798828125,932.65087890625,174,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4
"FT5248",809.550263980548,809.549255292048,809.551312210766,859.537719726562,852.58203125,864.234619140625,95,5,4,5,3,5,4,5,5,5,4,5,4,5,4,4,5,5,5,5,5,3
"FT5249",809.570735829052,809.547565074874,809.57140573712,981.061279296875,973.290710449219,992.12646484375,109,5,4,5,5,3,5,4,5,5,5,4,0,5,3,4,5,5,5,5,5,5
"FT5250",809.566867904022,809.566034780826,809.578542298679,1016.60372924805,1007.8740234375,1024.9755859375,94,5,4,5,5,4,5,5,5,4,5,4,3,5,3,4,4,4,5,5,4,5
"FT5251",809.584731488432,809.583758074108,809.585907854268,1043.43811035156,1035.18835449219,1048.87243652344,104,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5
"FT5252",810.086405572971,810.03384011411,810.087349341972,1022.79388427734,1014.16796875,1028.01916503906,102,5,5,5,5,4,5,5,5,5,5,5,4,5,3,5,5,5,5,5,5,5
"FT5253",810.072818986428,810.045174713738,810.07372670179,980.319702148438,967.911193847656,985.883056640625,91,4,4,5,5,2,5,4,5,5,5,3,0,5,2,4,5,5,5,5,5,5
"FT5254",810.068649004544,810.067777586839,810.069619851885,996.460815429688,991.455322265625,1001.09765625,26,1,0,2,2,0,1,1,0,1,1,0,0,4,0,1,0,1,3,5,0,3
"FT5255",810.08622322194,810.08529073408,810.08787908646,1043.40307617188,1035.56066894531,1048.87243652344,100,5,5,5,5,4,5,5,5,5,5,5,4,5,3,4,5,5,5,5,5,5
"FT5256",810.488071212367,810.487318876048,810.48887074194,739.719299316406,733.796142578125,743.786987304688,77,5,4,3,4,0,4,5,5,3,3,3,5,4,5,2,4,4,3,4,5,2
"FT5257",810.554794626966,810.554086227621,810.555768629927,826.445037841797,819.443237304688,830.885986328125,104,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4
"FT5258",810.581320974044,810.538266056214,810.582621501842,926.081207275391,910.076721191406,932.65087890625,142,5,4,5,4,5,5,3,5,5,4,5,5,5,5,5,5,5,5,5,4,4
"FT5259",810.588423518519,810.587546261015,810.589455428275,1022.82888793945,1014.16796875,1027.63513183594,100,5,5,5,5,3,5,5,5,5,5,5,4,5,4,4,5,5,5,5,5,5
"FT5260",810.587449072346,810.58445720491,810.589156257434,1043.43811035156,1035.56066894531,1048.50024414062,84,3,4,4,2,4,5,4,4,5,4,5,2,5,3,2,5,5,4,4,5,5
"FT5261",810.574492461318,810.546893914318,810.575460745521,980.603698730469,970.292053222656,985.883056640625,83,3,2,5,4,2,5,4,5,5,5,3,0,4,2,3,5,5,5,5,4,5
"FT5262",810.570595128244,810.569675653359,810.571836365622,997.441284179688,990.6875,1001.09997558594,39,3,1,3,2,1,1,0,1,4,3,2,0,1,0,0,2,2,4,5,2,2
"FT5263",811.090127544919,811.089203361564,811.091637140999,1022.79339599609,1014.16796875,1028.01916503906,99,5,4,5,5,3,5,5,5,5,5,5,4,5,3,5,5,5,5,5,5,5
"FT5264",811.076168914673,811.075357415372,811.077025961373,958.6142578125,952.309692382812,963.590759277344,43,1,0,5,2,0,3,3,3,5,1,1,0,2,0,1,3,3,3,5,2,0
"FT5265",811.076203930314,811.075501109158,811.077098333354,980.443969726562,972.895690917969,985.516296386719,43,1,0,3,2,0,4,2,3,4,1,1,0,2,0,1,5,4,3,5,2,0
"FT5266",811.062329280396,811.060998536595,811.062913262112,914.936950683594,908.95556640625,920.087951660156,40,1,0,5,2,0,4,3,4,4,1,1,0,1,0,1,1,3,3,4,2,0
"FT5267",811.558381235557,811.557528550641,811.559357219108,826.444702148438,819.443237304688,830.885986328125,103,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4
"FT5268",811.591420229447,811.558102423039,811.618528244009,1022.92791748047,1014.16796875,1032.54565429688,77,5,3,3,1,2,4,3,4,5,3,3,1,5,2,1,5,4,4,5,5,4
"FT5269",811.578233691457,811.577413252733,811.579271907983,958.456359863281,952.309692382812,962.841979980469,47,1,0,5,3,1,3,2,4,5,2,1,0,2,0,1,4,3,3,5,2,0
"FT5270",811.53682491542,811.535686007038,811.537687241077,810.544189453125,804.039001464844,813.494384765625,31,3,0,2,2,1,1,1,3,1,0,0,1,4,1,1,2,3,3,1,1,0
"FT5271",812.079868436399,812.078870025934,812.080983993669,958.9775390625,953.117004394531,964.283996582031,37,1,0,4,2,0,3,3,4,5,0,1,0,1,0,0,1,2,3,5,2,0
"FT5272",812.564488653407,812.563430884199,812.565921596238,1022.44790649414,1014.16796875,1028.7568359375,94,5,5,5,5,3,4,5,5,5,5,5,2,5,3,3,5,5,4,5,5,5
"FT5273",812.546689524566,812.545703012806,812.594973293814,995.897857666016,989.220947265625,1004.90374755859,40,3,0,3,2,0,1,2,2,2,1,2,0,3,0,1,2,3,3,5,0,0
"FT5274",812.561163330166,812.559852276049,812.562160724084,826.444732666016,821.2861328125,830.885986328125,26,1,1,1,0,0,3,2,4,4,0,0,0,2,1,0,2,1,1,0,0,3
