compound,RT..min.,m.z.meas.,M.meas.,Ions,MS.MS,Name,Molecular.Formula,Annotations,AQ,Annotation.Source,Boxplot,Flags,Include,Avatar_F8,Avatar_F9,Avatar_F10,Avatar_F11,Desiree_F8,Desiree_F9,Desiree_F10,Desiree_F11,Seresta_F8,Seresta_F9,Seresta_F10,Seresta_F11
993,6.45,333.13402,334.1413,[M-H]-,TRUE,,C18H22O6,"SmartFormula - mzdev: -0.0003 mSigma: Infinity, ",20000,NA,210,[],TRUE,266,1012,210,0,256,736,0,0,332,890,0,0
994,7.04,333.13403,334.1413,[M-H]-,TRUE,,C18H22O6,"SmartFormula - mzdev: -0.0003 mSigma: Infinity, ",20000,NA,186,[],TRUE,234,314,870,0,118,538,900,0,0,186,742,0
995,5.85,333.13412,334.14139,[M-H]-,TRUE,,C18H22O6,"SmartFormula - mzdev: -0.0008 mSigma: 18.14, ",20100,NA,0,[],TRUE,768,0,0,0,816,348,0,0,522,124,0,0
996,7.81,333.13477,334.14204,[M-H]-,TRUE,,C18H22O6,"SmartFormula - mzdev: 0.0004 mSigma: Infinity, ",20000,NA,268,[],TRUE,268,220,464,664,80,110,422,412,120,194,360,736
997,8.28,333.1702,334.17747,[M-H]-,TRUE,,C19H26O5,"SmartFormula - mzdev: -0.0006 mSigma: Infinity, ",20000,NA,0,[],TRUE,0,0,76,760,0,0,78,702,0,0,0,994
998,7.54,333.17042,334.17769,[M-H]-,TRUE,,C19H26O5,"SmartFormula - mzdev: -0.0003 mSigma: Infinity, ",20000,NA,80,[],TRUE,126,0,760,0,0,0,566,636,80,0,660,150
999,7.28,333.17062,334.1779,[M-H]-,TRUE,,C19H26O5,"SmartFormula - mzdev: -0.0001 mSigma: Infinity, ",20000,NA,0,[],TRUE,0,0,748,0,326,0,912,0,0,0,752,0
1000,7.92,333.17082,334.1781,[M-H]-,TRUE,,C19H26O5,"SmartFormula - mzdev: 0.0001 mSigma: Infinity, ",20000,NA,0,[],TRUE,0,0,172,704,0,0,268,772,0,0,0,580
1001,6.18,335.11321,336.12049,[M-H]-,TRUE,,,,NA,NA,110,[],TRUE,606,1100,96,0,408,756,110,0,382,644,0,0
1002,5.64,335.11333,336.12061,[M-H]-,TRUE,,C12H20N2O9,"SmartFormula - mzdev: 0.0037 mSigma: 16.39, ",10100,NA,100,[],TRUE,942,260,100,0,994,118,0,0,640,114,0,0
1003,5.83,335.11343,336.12071,[M-H]-,TRUE,,C17H20O7,"SmartFormula - mzdev: -0.0002 mSigma: Infinity, ",20000,NA,0,[],TRUE,762,0,0,0,652,238,0,0,766,0,0,0
1004,7.08,335.14927,336.15655,[M-H]-,TRUE,,C19H20N4O2,"SmartFormula - mzdev: -0.0021 mSigma: 21.43, ",20100,NA,156,[],TRUE,156,458,1292,0,154,156,956,0,248,290,846,0
1005,7.73,335.14934,336.15662,[M-H]-,TRUE,,C18H24O6,"SmartFormula - mzdev: -0.0007 mSigma: Infinity, ",20000,NA,166,[],TRUE,82,166,456,758,100,90,282,760,0,146,586,634
1006,7.93,335.14969,336.15697,[M-H]-,TRUE,,C18H24O6,"SmartFormula - mzdev: -0.0003 mSigma: Infinity, ",20000,NA,246,[],TRUE,144,390,432,860,0,168,294,644,0,188,246,574
1007,5.74,335.14977,336.15705,[M-H]-,TRUE,,,,NA,NA,0,[],TRUE,1120,0,0,0,1198,0,0,0,776,104,0,0
1008,6.38,335.14983,336.1571,[M-H]-,TRUE,,C19H20N4O2,"SmartFormula - mzdev: -0.0016 mSigma: 16.09, ",20100,NA,180,[],TRUE,316,1356,180,0,202,984,86,0,272,866,76,0
1009,7.33,335.14988,336.15715,[M-H]-,TRUE,,,,NA,NA,92,[],TRUE,92,274,1046,0,86,234,998,0,0,256,1106,0
1010,6.99,335.17168,336.17896,[M-H]-,TRUE,,C15H28O8,"SmartFormula - mzdev: 0.0005 mSigma: Infinity, ",20000,NA,0,[],TRUE,0,982,912,0,0,500,746,0,0,852,824,0
1011,8.09,335.18538,336.19265,[M-H]-,TRUE,,,,NA,NA,0,[],TRUE,0,0,0,706,0,0,0,680,0,0,0,722
1012,7.93,335.18637,336.19365,[M-H]-,TRUE,,C14H28N2O7,"SmartFormula - mzdev: 0.0040 mSigma: 15.76, ",10100,NA,0,[],TRUE,0,0,204,1416,0,0,246,660,0,0,0,514
1013,7.67,336.11281,337.12008,[M-H]-,TRUE,,C22H15N3O,"SmartFormula - mzdev: -0.0014 mSigma: Infinity, ",20000,NA,0,[],TRUE,438,0,54,0,164,0,0,0,1404,116,0,0
1014,19.79,336.82021,337.82749,[M-H]-,TRUE,,,,NA,NA,630,[],TRUE,750,496,818,986,540,630,590,762,648,548,522,730
1015,0.36,336.8586,337.86587,[M-H]-,TRUE,,,,NA,NA,520,[],TRUE,500,410,556,802,520,466,448,688,536,456,878,548
1016,0.02,336.85877,337.86604,[M-H]-,FALSE,,,,NA,NA,790,[],TRUE,782,774,930,894,878,626,790,834,782,572,860,894
1017,5.51,337.12878,338.13606,[M-H]-,TRUE,,C17H22O7,"SmartFormula - mzdev: -0.0002 mSigma: 25.55, ",20100,NA,0,[],TRUE,1450,0,0,0,1136,0,0,0,1066,0,60,0
1018,6.96,337.12891,338.13619,[M-H]-,TRUE,,C17H22O7,"SmartFormula - mzdev: -0.0004 mSigma: Infinity, ",20000,NA,264,[],TRUE,196,472,984,0,264,544,550,0,280,196,650,0
1019,6.27,337.129,338.13628,[M-H]-,TRUE,,,,NA,NA,76,[],TRUE,404,1472,76,0,524,956,0,0,326,696,0,0
1020,5.79,337.1292,338.13647,[M-H]-,TRUE,,C17H22O7,"SmartFormula - mzdev: -0.0001 mSigma: Infinity, ",20000,NA,0,[],TRUE,870,186,0,0,1484,130,0,0,882,0,0,0
1021,5.87,337.16492,338.17219,[M-H]-,TRUE,,C18H26O6,"SmartFormula - mzdev: -0.0007 mSigma: Infinity, ",20000,NA,0,[],TRUE,788,76,0,0,576,0,0,0,438,230,0,0
1022,6.55,337.1653,338.17258,[M-H]-,TRUE,,C19H22N4O2,"SmartFormula - mzdev: -0.0016 mSigma: 16.07, ",20100,NA,0,[],TRUE,0,1142,230,0,0,888,204,0,202,586,0,0
1023,7.3,337.16551,338.17278,[M-H]-,TRUE,,,,NA,NA,0,[],TRUE,74,0,1450,0,0,148,1760,0,0,192,914,0
1024,7.95,337.16561,338.17289,[M-H]-,TRUE,,C13H26N2O8,"SmartFormula - mzdev: 0.0040 mSigma: 26.35, ",10100,NA,92,[],TRUE,0,92,166,920,0,90,100,580,0,0,242,630
1026,19.71,338.76026,339.76754,[M-H]-,TRUE,,,,NA,NA,2090,[],TRUE,2090,2334,1970,2038,2344,2316,2218,1706,1766,2304,2278,1764
1027,16.96,338.76059,339.76786,[M-H]-,TRUE,,,,NA,NA,502,[],TRUE,812,542,468,394,474,502,620,524,636,546,438,448
1028,16.09,338.7608,339.76808,[M-H]-,TRUE,,,,NA,NA,464,[],TRUE,528,760,492,400,516,470,444,444,492,464,462,450
1029,17.47,338.76098,339.76826,[M-H]-,TRUE,,,,NA,NA,518,[],TRUE,436,708,538,518,540,524,514,686,0,442,502,752
1030,5.71,339.10812,340.11539,[M-H]-,TRUE,,C17H16N4O4,"SmartFormula - mzdev: -0.0016 mSigma: 16.59, ",20100,NA,0,[],TRUE,778,96,0,0,644,108,0,0,712,92,0,0
1031,5.44,339.14447,340.15175,[M-H]-,TRUE,,C18H20N4O3,"SmartFormula - mzdev: -0.0018 mSigma: 17.15, ",20100,NA,0,[],TRUE,1190,0,0,0,768,0,0,0,802,52,0,0
1032,7.17,339.14453,340.15181,[M-H]-,TRUE,,C17H24O7,"SmartFormula - mzdev: -0.0004 mSigma: Infinity, ",20000,NA,148,[],TRUE,216,262,990,78,148,174,584,0,102,0,600,0
1033,5.74,339.14473,340.15201,[M-H]-,TRUE,,,,NA,NA,0,[],TRUE,922,172,0,0,990,238,0,0,1554,0,0,0
1034,6.59,339.14477,340.15205,[M-H]-,TRUE,,C17H24O7,"SmartFormula - mzdev: -0.0002 mSigma: 20.92, ",20100,NA,148,[],TRUE,244,916,148,102,212,792,202,0,138,866,0,0
1035,6.91,339.14481,340.15209,[M-H]-,TRUE,,C17H24O7,"SmartFormula - mzdev: -0.0001 mSigma: Infinity, ",20000,NA,272,[],TRUE,184,642,904,0,272,278,854,0,216,302,676,0
1037,19.18,339.76143,340.76871,[M-H]-,TRUE,,,,NA,NA,596,[],TRUE,596,494,636,600,566,486,742,650,742,480,606,522
1038,19.85,339.78847,340.79575,[M-H]-,TRUE,,,,NA,NA,486,[],TRUE,570,486,328,662,376,702,564,472,324,502,504,342
1039,0.05,339.8276,340.83487,[M-H]-,FALSE,,,,NA,NA,366,[],TRUE,384,412,318,272,326,412,394,388,360,364,710,366
1041,19.79,340.85876,295.86063,"[M+COOH]-, [M+Cl]-",TRUE,,,,NA,NA,5770,[],TRUE,5770,4888,5516,5600,6050,5558,5654,6506,5962,6330,6798,5866
1042,0.75,341.10895,342.11594,"[M-H]-, [M+COOH]-",TRUE,,C13H18N4O7,"SmartFormula - mzdev: -0.0014 mSigma: 10.39, ",20200,NA,3392,[],TRUE,2928,3980,5162,3706,3516,3392,4230,2244,6156,3012,2720,2704
1043,5.5,341.1236,342.13088,[M-H]-,TRUE,,,,NA,NA,0,[],TRUE,812,0,0,0,534,0,0,0,0,68,0,0
1044,5.82,341.12417,342.13145,[M-H]-,FALSE,,C16H22O8,"SmartFormula - mzdev: -0.0000 mSigma: Infinity, ",20000,NA,0,[],TRUE,568,178,0,0,704,142,0,0,558,232,0,0
1045,5.78,341.15931,342.16659,[M-H]-,TRUE,,C17H26O7,"SmartFormula - mzdev: -0.0013 mSigma: Infinity, ",20000,NA,0,[],TRUE,630,0,0,0,542,0,0,0,794,0,0,0
1047,17.65,342.87264,343.87991,[M-H]-,TRUE,,,,NA,NA,778,[],TRUE,678,876,702,958,756,778,564,820,878,760,778,1080
1048,13.9,342.87269,343.87997,[M-H]-,TRUE,,,,NA,NA,452,[],TRUE,486,462,450,736,450,450,442,542,0,452,552,526
1049,16.98,342.87275,343.88003,[M-H]-,TRUE,,,,NA,NA,754,[],TRUE,606,928,734,930,698,1066,846,754,708,818,748,1080
1050,16.54,342.87279,343.88006,[M-H]-,TRUE,,,,NA,NA,784,[],TRUE,766,1148,960,736,758,698,686,970,784,810,806,960
1051,17.28,342.8728,343.88008,[M-H]-,TRUE,,,,NA,NA,804,[],TRUE,724,864,742,760,804,752,988,1044,846,706,878,998
1052,16.37,342.87281,343.88009,[M-H]-,TRUE,,,,NA,NA,746,[],TRUE,758,746,764,710,928,778,732,680,1334,660,630,834
1053,14.08,342.87287,343.88015,[M-H]-,TRUE,,,,NA,NA,528,[],TRUE,568,472,606,526,528,504,778,638,496,536,504,638
1054,16.14,342.87289,343.88017,[M-H]-,TRUE,,,,NA,NA,736,[],TRUE,706,668,728,946,1130,736,816,614,994,646,938,880
1055,5.82,343.08188,344.08916,[M-H]-,TRUE,,C18H16O7,"SmartFormula - mzdev: 0.0002 mSigma: 19.23, ",20100,NA,0,[],TRUE,992,0,0,0,394,90,0,0,756,0,0,0
1056,6.87,345.13348,346.14075,[M-H]-,TRUE,,C19H22O6,"SmartFormula - mzdev: -0.0009 mSigma: Infinity, ",20000,NA,132,[],TRUE,0,282,0,0,180,400,1194,0,132,346,1104,0
1057,6.86,345.13389,692.28233,[M-H-H]2-,TRUE,,,,NA,NA,0,[],TRUE,0,0,1118,0,0,0,0,0,0,0,0,0
1058,6.62,345.13396,346.14124,[M-H]-,TRUE,,C14H22N2O8,"SmartFormula - mzdev: 0.0035 mSigma: 21.09, ",10100,NA,138,[],TRUE,196,830,166,0,138,732,138,0,0,518,192,0
1059,7.58,347.09278,348.10006,[M-H]-,TRUE,,C22H12N4O,"SmartFormula - mzdev: -0.0011 mSigma: 19.84, ",20100,NA,0,[],TRUE,698,1096,0,0,0,314,0,0,0,298,0,0
1060,5.74,347.11319,348.12046,[M-H]-,TRUE,,C18H20O7,"SmartFormula - mzdev: -0.0004 mSigma: Infinity, ",20000,NA,0,[],TRUE,772,196,0,0,1014,140,0,0,712,154,0,0
1061,7.13,347.11325,348.12052,[M-H]-,TRUE,,,,NA,NA,104,[],TRUE,162,286,802,0,96,104,384,0,0,168,416,0
1062,6.6,347.11326,348.12054,[M-H]-,TRUE,,C13H20N2O9,"SmartFormula - mzdev: 0.0037 mSigma: 19.70, ",10100,NA,178,[],TRUE,308,758,0,0,186,748,214,0,178,456,140,0
1063,6.22,347.11357,348.12085,[M-H]-,TRUE,,C18H20O7,"SmartFormula - mzdev: -0.0001 mSigma: Infinity, ",20000,NA,0,[],TRUE,774,1012,0,0,270,488,0,0,444,740,0,0
1064,7.9,347.11415,696.24286,[M-H-H]2-,TRUE,,,,NA,NA,266,[],TRUE,306,266,416,1072,342,170,208,582,236,104,116,408
1065,5.69,347.14969,348.15696,[M-H]-,TRUE,,C19H24O6,"SmartFormula - mzdev: -0.0003 mSigma: Infinity, ",20000,NA,0,[],TRUE,626,114,0,0,794,0,0,0,586,0,0,0
1066,7.36,347.14976,348.15704,[M-H]-,TRUE,,C19H24O6,"SmartFormula - mzdev: -0.0003 mSigma: Infinity, ",20000,NA,178,[],TRUE,186,304,1166,68,192,120,1002,178,0,112,846,62
1067,6.79,347.1498,348.15708,[M-H]-,TRUE,,C19H24O6,"SmartFormula - mzdev: -0.0002 mSigma: 27.71, ",20100,NA,218,[],TRUE,218,1420,758,0,122,1178,608,0,182,1020,460,0
1068,7.05,347.1498,348.15707,[M-H]-,TRUE,,C19H24O6,"SmartFormula - mzdev: -0.0002 mSigma: Infinity, ",20000,NA,88,[],TRUE,0,316,1046,0,84,306,706,0,0,272,986,88
1069,7.87,347.1498,348.15708,[M-H]-,TRUE,,C19H24O6,"SmartFormula - mzdev: -0.0002 mSigma: Infinity, ",20000,NA,162,[],TRUE,0,0,440,770,0,128,256,534,0,162,306,602
1070,8.11,347.1862,348.19348,[M-H]-,TRUE,,C20H28O5,"SmartFormula - mzdev: -0.0002 mSigma: Infinity, ",20000,NA,0,[],TRUE,0,0,0,786,0,0,0,562,0,0,0,524
1071,8.19,347.24352,348.25079,[M-H]-,TRUE,,C18H36O6,"SmartFormula - mzdev: -0.0004 mSigma: 21.20, ",20100,NA,0,[],TRUE,0,0,0,1614,0,0,0,868,0,0,0,946
1072,19.8,347.82004,348.82732,[M-H]-,TRUE,,,,NA,NA,766,[],TRUE,570,632,716,820,726,892,838,950,696,1066,690,766
1073,6.41,349.09293,350.10021,[M-H]-,TRUE,,C17H18O8,"SmartFormula - mzdev: 0.0000 mSigma: 19.28, ",20100,NA,58,[],TRUE,1904,548,0,0,2036,226,58,0,1252,250,0,0
1074,7.04,349.12859,350.13586,[M-H]-,TRUE,,C18H22O7,"SmartFormula - mzdev: -0.0007 mSigma: Infinity, ",20000,NA,182,[],TRUE,234,406,734,0,148,380,816,0,162,182,588,0
1075,6.23,349.12884,350.13611,[M-H]-,TRUE,,C19H18N4O3,"SmartFormula - mzdev: -0.0018 mSigma: 17.63, ",20100,NA,188,[],TRUE,486,1362,188,0,518,706,0,0,570,870,0,0
1076,7.23,349.12885,350.13612,[M-H]-,TRUE,,C13H22N2O9,"SmartFormula - mzdev: 0.0036 mSigma: 24.15, ",10100,NA,220,[],TRUE,196,312,854,144,220,222,502,0,132,252,500,112
1077,6.55,349.1289,350.13618,[M-H]-,TRUE,,C18H22O7,"SmartFormula - mzdev: -0.0004 mSigma: Infinity, ",20000,NA,178,[],TRUE,0,1014,92,0,250,898,178,0,412,648,314,0
1078,5.78,349.12893,350.13621,[M-H]-,TRUE,,C18H22O7,"SmartFormula - mzdev: -0.0003 mSigma: Infinity, ",20000,NA,0,[],TRUE,1036,726,0,0,994,0,0,0,866,0,0,0
1079,8.09,349.16529,350.17256,[M-H]-,TRUE,,,,NA,NA,130,[],TRUE,0,0,290,1162,0,126,130,732,0,182,270,1076
1080,6.51,349.16531,350.17258,[M-H]-,TRUE,,C19H26O6,"SmartFormula - mzdev: -0.0004 mSigma: Infinity, ",20000,NA,0,[],TRUE,96,1298,0,0,124,1078,0,0,116,818,0,0
1081,7.79,349.16536,350.17264,[M-H]-,TRUE,,C14H26N2O8,"SmartFormula - mzdev: 0.0037 mSigma: 17.95, ",10100,NA,232,[],TRUE,108,320,672,772,0,232,0,962,0,0,512,676
1082,7.43,349.16543,350.17271,[M-H]-,TRUE,,,,NA,NA,102,[],TRUE,0,196,1388,140,0,0,1322,146,102,0,1216,0
1083,6.01,349.16548,350.17276,[M-H]-,TRUE,,,,NA,NA,0,[],TRUE,1674,948,0,0,1162,248,0,0,924,0,0,0
1084,7.14,349.1656,350.17288,[M-H]-,TRUE,,C14H26N2O8,"SmartFormula - mzdev: 0.0037 mSigma: 28.46, ",10100,NA,114,[],TRUE,0,794,1508,114,152,550,1330,0,72,74,1180,0
1085,8.47,349.20128,350.20855,[M-H]-,TRUE,,C20H30O5,"SmartFormula - mzdev: -0.0008 mSigma: 26.53, ",20100,NA,0,[],TRUE,0,0,0,0,0,0,0,854,0,0,0,1314
1086,7.96,349.20171,350.20898,[M-H]-,TRUE,,C21H26N4O,"SmartFormula - mzdev: -0.0018 mSigma: 18.78, ",20100,NA,0,[],TRUE,0,0,174,860,0,0,236,970,0,0,0,226
1087,8.47,349.20249,700.41953,[M-H-H]2-,TRUE,,,,NA,NA,0,[],TRUE,0,0,0,1156,0,0,0,0,0,0,0,0
1089,19.8,349.81691,350.82419,[M-H]-,TRUE,,,,NA,NA,784,[],TRUE,882,650,784,980,856,734,888,722,1014,972,556,772
1090,0.79,350.85805,351.86532,[M-H]-,FALSE,,,,NA,NA,488,[],TRUE,594,812,322,394,528,686,716,450,424,604,410,488
1091,5.66,351.10804,352.11532,[M-H]-,TRUE,,C12H20N2O10,"SmartFormula - mzdev: 0.0036 mSigma: 22.56, ",10100,NA,0,[],TRUE,770,0,0,0,762,0,0,0,602,122,0,0
1092,6.33,351.1085,352.11577,[M-H]-,TRUE,,C17H20O8,"SmartFormula - mzdev: -0.0000 mSigma: Infinity, ",20000,NA,0,[],TRUE,450,810,0,0,402,452,0,0,360,392,0,0
1093,10.56,351.13424,352.14152,[M-H]-,TRUE,,C15H20N4O6,"SmartFormula - mzdev: 0.0029 mSigma: 20.06, ",20100,NA,582,[],TRUE,748,724,670,578,736,504,392,420,582,384,598,628
1094,5.82,351.14449,352.15176,[M-H]-,TRUE,,C18H24O7,"SmartFormula - mzdev: -0.0004 mSigma: Infinity, ",20000,NA,0,[],TRUE,1286,0,114,0,906,484,0,0,946,0,0,0
1095,6.35,351.14449,352.15177,[M-H]-,TRUE,,C18H24O7,"SmartFormula - mzdev: -0.0004 mSigma: Infinity, ",20000,NA,88,[],TRUE,308,1782,88,0,474,1256,88,0,0,942,0,0
1096,7.22,351.14477,352.15205,[M-H]-,TRUE,,C13H24N2O9,"SmartFormula - mzdev: 0.0040 mSigma: 25.82, ",10100,NA,274,[],TRUE,274,386,1462,118,106,286,1064,94,84,362,896,0
1097,5.61,351.14487,352.15215,[M-H]-,TRUE,,C18H24O7,"SmartFormula - mzdev: -0.0001 mSigma: 19.60, ",20100,NA,0,[],TRUE,990,0,0,0,1208,86,0,0,982,0,0,0
1098,7.96,351.18085,352.18813,[M-H]-,TRUE,,C14H28N2O8,"SmartFormula - mzdev: 0.0037 mSigma: 20.01, ",10100,NA,92,[],TRUE,0,0,200,1546,0,92,286,1280,0,0,170,1578
1099,7.3,351.18094,352.18822,[M-H]-,TRUE,,C19H28O6,"SmartFormula - mzdev: -0.0004 mSigma: Infinity, ",20000,NA,0,[],TRUE,0,0,1036,0,0,0,994,0,72,228,790,106
1100,6.59,351.18115,352.18843,[M-H]-,TRUE,,C19H28O6,"SmartFormula - mzdev: -0.0002 mSigma: Infinity, ",20000,NA,0,[],TRUE,0,746,0,0,0,700,0,0,0,706,0,0
1101,6.54,352.14823,353.1555,[M-H]-,FALSE,,C23H19N3O,"SmartFormula - mzdev: 0.0027 mSigma: Infinity, ",20000,NA,134,[],TRUE,152,704,166,0,0,566,138,0,98,294,134,0
1102,0.97,352.85176,353.85904,[M-H]-,TRUE,,,,NA,NA,1346,[],TRUE,1368,1622,1020,1714,1308,1018,1458,1340,1420,1306,1644,1326
1103,0.78,352.85356,353.86084,[M-H]-,TRUE,,,,NA,NA,2878,[],TRUE,3118,3892,2540,2878,3196,3026,2742,2942,3342,2696,2744,2654
1104,1.3,352.85356,353.86084,[M-H]-,TRUE,,,,NA,NA,1348,[],TRUE,1162,1294,1528,1424,1432,1768,1802,1320,1354,1348,1342,1344
1105,2.26,352.85356,353.86084,[M-H]-,TRUE,,,,NA,NA,1222,[],TRUE,1442,1294,996,1192,1698,912,1308,1160,1320,1362,1004,1188
1106,0.02,352.8536,353.86087,[M-H]-,FALSE,,,,NA,NA,2348,[],TRUE,2480,2484,2318,2326,2410,2236,2348,2374,2388,2450,2228,2332
1107,1.97,352.85373,353.861,[M-H]-,TRUE,,,,NA,NA,1440,[],TRUE,1196,1440,1216,1472,1546,1246,1822,1650,1224,1260,1444,1496
1108,5.67,353.12384,354.13112,[M-H]-,TRUE,,C18H18N4O4,"SmartFormula - mzdev: -0.0017 mSigma: 19.41, ",20100,NA,0,[],TRUE,1478,102,0,0,1158,262,0,0,932,156,0,0
1109,6.27,353.12396,354.13123,[M-H]-,TRUE,,C17H22O8,"SmartFormula - mzdev: -0.0002 mSigma: Infinity, ",20000,NA,92,[],TRUE,458,792,80,0,468,402,0,0,650,562,92,0
1110,5.77,353.16018,354.16745,[M-H]-,TRUE,,C13H26N2O9,"SmartFormula - mzdev: 0.0035 mSigma: 25.63, ",10100,NA,0,[],TRUE,1288,184,0,0,1070,0,0,0,880,0,0,0
1111,6.48,353.16023,354.16751,[M-H]-,TRUE,,C18H26O7,"SmartFormula - mzdev: -0.0003 mSigma: Infinity, ",20000,NA,88,[],TRUE,164,1182,76,0,322,868,88,0,122,812,0,0
1112,7.24,353.16027,354.16755,[M-H]-,TRUE,,C13H26N2O9,"SmartFormula - mzdev: 0.0037 mSigma: 20.99, ",10100,NA,96,[],TRUE,0,98,1046,0,0,198,820,0,96,252,812,0
1113,7.86,353.16042,354.1677,[M-H]-,TRUE,,C19H22N4O3,"SmartFormula - mzdev: -0.0015 mSigma: 17.44, ",20100,NA,240,[],TRUE,0,240,304,714,0,160,292,678,0,108,274,494
1114,6.42,355.13887,356.14614,[M-H]-,FALSE,,,,NA,NA,82,[],TRUE,372,802,82,0,256,318,0,0,92,492,0,0
1115,5.44,355.13913,356.14641,[M-H]-,TRUE,,C17H24O8,"SmartFormula - mzdev: -0.0007 mSigma: Infinity, ",20000,NA,0,[],TRUE,954,100,0,0,744,0,0,0,520,0,0,0
1116,5.91,355.13959,356.14687,[M-H]-,TRUE,,C17H24O8,"SmartFormula - mzdev: -0.0002 mSigma: Infinity, ",20000,NA,0,[],TRUE,588,256,0,0,864,82,0,0,398,0,86,0
1117,17.52,355.15723,356.1645,[M-H]-,TRUE,,C14H28O10,"SmartFormula - mzdev: -0.0030 mSigma: 28.07, ",20100,NA,2170,[],TRUE,2906,2170,2042,1866,2372,2092,2948,2998,2030,2272,2132,2598
1118,6.64,355.1761,356.18338,[M-H]-,FALSE,,C18H28O7,"SmartFormula - mzdev: -0.0001 mSigma: Infinity, ",20000,NA,0,[],TRUE,0,720,0,0,0,416,0,0,0,368,0,0
1120,0.03,356.83018,357.83745,[M-H]-,FALSE,,,,NA,NA,502,[],TRUE,758,460,510,408,456,554,502,460,574,488,632,516
1121,0.43,356.83019,357.83747,[M-H]-,FALSE,,,,NA,NA,490,[],TRUE,418,490,570,406,742,438,594,446,502,552,494,438
1122,2.2,356.83021,357.83748,[M-H]-,TRUE,,,,NA,NA,530,[],TRUE,576,412,740,554,604,534,680,402,416,530,414,0
1123,0.8,356.831,357.83828,[M-H]-,FALSE,,,,NA,NA,520,[],TRUE,636,880,502,0,520,592,478,482,474,682,604,688
1124,19.79,357.84887,358.85615,[M-H]-,TRUE,,,,NA,NA,1268,[],TRUE,1268,1556,1084,1170,1532,1384,1268,1122,1150,1474,1090,1672
1125,7.62,359.11285,360.12012,[M-H]-,TRUE,,C19H20O7,"SmartFormula - mzdev: -0.0008 mSigma: Infinity, ",20000,NA,250,[],TRUE,290,268,828,166,376,150,430,188,180,250,324,160
1126,7.46,359.1493,360.15658,[M-H]-,FALSE,,C20H24O6,"SmartFormula - mzdev: -0.0007 mSigma: 25.55, ",20100,NA,348,[],TRUE,684,348,800,170,478,72,606,138,440,82,552,122
1127,7.98,359.14948,360.15676,[M-H]-,TRUE,,,,NA,NA,132,[],TRUE,0,130,140,802,102,0,158,428,0,198,132,462
1129,19.8,359.84533,360.8526,[M-H]-,TRUE,,,,NA,NA,938,[],TRUE,908,774,1084,914,938,1072,1180,794,1050,1176,842,1000
1130,6.54,361.12863,362.13591,[M-H]-,TRUE,,C14H22N2O9,"SmartFormula - mzdev: 0.0034 mSigma: 24.71, ",10100,NA,170,[],TRUE,354,902,86,0,308,526,58,0,368,492,170,0
1131,7.51,361.12883,362.1361,[M-H]-,TRUE,,C19H22O7,"SmartFormula - mzdev: -0.0005 mSigma: Infinity, ",20000,NA,204,[],TRUE,0,346,644,310,234,178,810,76,204,102,554,166
1132,5.73,361.12917,362.13645,[M-H]-,TRUE,,C19H22O7,"SmartFormula - mzdev: -0.0001 mSigma: Infinity, ",20000,NA,0,[],TRUE,786,244,0,0,1064,108,0,0,680,106,0,0
1133,7.22,361.12922,362.1365,[M-H]-,TRUE,,C19H22O7,"SmartFormula - mzdev: -0.0001 mSigma: Infinity, ",20000,NA,180,[],TRUE,248,306,714,72,278,118,580,0,168,180,770,0
1134,10.56,361.16241,362.16969,[M-H]-,TRUE,,C15H26N2O8,"SmartFormula - mzdev: 0.0007 mSigma: 18.74, ",20100,NA,1838,[],TRUE,2102,1664,1804,1628,1838,1506,1910,1374,2102,2032,2036,2612
1135,8.1,361.1652,362.17248,[M-H]-,TRUE,,C20H26O6,"SmartFormula - mzdev: -0.0005 mSigma: Infinity, ",20000,NA,130,[],TRUE,0,88,130,792,0,0,284,662,270,0,240,602
1136,7.4,361.16539,362.17267,[M-H]-,TRUE,,C20H26O6,"SmartFormula - mzdev: -0.0003 mSigma: 21.24, ",20100,NA,134,[],TRUE,0,236,2054,128,0,192,1280,0,0,184,1080,134
1137,6.59,361.16545,362.17273,[M-H]-,FALSE,,C20H26O6,"SmartFormula - mzdev: 0.0000 mSigma: 29.12, ",20100,NA,0,[],TRUE,150,842,118,0,0,904,0,0,0,496,0,104
1138,6.85,363.08699,364.09427,[M-H]-,TRUE,,C21H16O6,"SmartFormula - mzdev: -0.0004 mSigma: Infinity, ",20000,NA,0,[],TRUE,828,0,0,0,820,0,0,0,846,0,0,0
1139,5.98,363.10733,364.11461,[M-H]-,TRUE,,C18H20O8,"SmartFormula - mzdev: -0.0012 mSigma: Infinity, ",20000,NA,0,[],TRUE,726,402,0,0,500,222,0,0,584,356,0,0
1140,5.36,363.10749,364.11476,[M-H]-,TRUE,,C18H20O8,"SmartFormula - mzdev: -0.0011 mSigma: Infinity, ",20000,NA,0,[],TRUE,0,0,0,0,862,0,78,0,400,0,0,0
1141,7,363.14452,364.1518,[M-H]-,TRUE,,,,NA,NA,216,[],TRUE,160,692,1402,0,216,500,890,0,202,388,986,86
1142,6.47,363.14454,364.15181,[M-H]-,TRUE,,C14H24N2O9,"SmartFormula - mzdev: 0.0037 mSigma: 24.79, ",10100,NA,218,[],TRUE,364,1594,146,0,360,1242,218,0,256,1022,194,0
