"feature","solA","pvalue","mz"
"solA",1,0,NA
"4703",0.546509811481868,0,758.348936607209
"1203",0.524145662990021,0,491.16786579905
"4581",0.509926878616636,0,747.306216875752
"305",0.508495969403079,1.3116985752967e-221,244.153037704108
"503",0.503461240349224,0,312.200024665716
"356",0.500223866529484,1.78870694865895e-139,260.184282392986
"980",0.488186282381057,0,456.127232887818
"311",0.481402242466575,2.29401631293999e-236,246.16864611695
"993",0.476157414174423,0,458.142740659464
"351",0.475610789552533,2.59127340818424e-144,258.168552916024
"5900",0.472315895552082,0,896.358708784267
"820",0.458863227918518,3.67055203466098e-94,419.085113731067
"1279",0.453881285323272,3.26376162837867e-105,501.137242447027
"405",0.452482997431208,5.88601474505809e-211,282.103910190058
"4797",0.441023740852111,2.76767975782516e-115,765.424201607371
"874",0.435478348033667,9.69519720953997e-46,435.105818423788
"770",0.432474688768427,4.29002339172649e-117,407.166304087261
"4262",0.4274921888764,1.76955261452411e-77,721.39810559284
"502",0.424675487005957,7.97140558923103e-69,312.179067164247
"402",0.424658244263898,1.81232906218375e-80,281.100585199823
"4416",0.413991385278339,4.24773505796279e-57,734.508297038984
"330",0.402557663617395,1.16223256876336e-155,251.162832371284
"4275",0.390640425901029,1.56942507838071e-61,722.401757808234
"567",0.38619596628997,2.01516029525392e-05,334.148052994073
"4634",0.385121164078048,2.46473179501412e-28,751.524857691049
"3932",0.384745957961756,3.07143809622667e-24,699.353985656711
"4926",0.384333518645941,5.4786904835175e-22,775.528944070039
"5144",0.381371263934927,3.50330028142014e-78,797.541571346408
"242",0.37931332123792,0.000342443006802045,221.116026110685
"325",0.378447685268756,8.74346527881672e-109,250.142407265827
"1787",0.377477801851672,0.000232148724587442,551.116418939658
"3276",0.374781464250684,3.67966695475125e-15,655.327792943793
"3890",0.372056292381347,4.46042374218908e-13,695.401395576468
"635",0.369014203579786,0.000102754339741888,352.158570888058
"3969",0.366975574364838,1.9258377157696e-34,701.494827730093
"3016",0.365893746411213,1.14032829832209e-55,636.978776695916
"3611",0.362536264028529,1.08801636254809e-24,677.372017534257
"4062",0.361131319927684,4.09325545029023e-40,707.498298222662
"4500",0.360213023018305,2.3967168781731e-28,740.852103073212
"3857",0.359776615217462,6.35563538833318e-215,693.274284983825
"4112",0.359691587417401,7.61898991046273e-41,710.478599617655
"2406",0.357151790022199,1.78402782564997e-63,594.911727319869
"149",0.355999129134202,1.18825097732897e-236,167.069161109671
"542",0.354402430731097,3.44999473930368e-08,325.163064757608
"3870",0.353937156091028,1.17329751416103e-208,694.277418077021
"4841",0.353761280500482,4.44156058966328e-104,768.520573886825
"3497",0.352199216468242,8.49741022197558e-25,669.463966480583
"4993",0.351793855763498,4.22897138455761e-43,782.450863148881
"4139",0.350255485472449,9.04313715342829e-232,712.28805481764
"4123",0.35014360873178,1.33782034644596e-225,711.284893222106
"758",0.350079828140206,9.02511626800849e-275,402.210224880256
"3224",0.347969208821757,2.2134909276091e-08,651.375402273124
"2700",0.345022563707219,1.14857196393463e-110,614.439310614845
"5126",0.344810874549295,1.17932711345386e-118,795.564964951762
"4592",0.342003572897378,5.2949355081415e-56,748.012082101421
"5181",0.339220236641004,5.13026832344911e-79,802.071227671974
"2959",0.336482618807771,1.49423759313272e-13,633.345873747025
"5063",0.336150995447154,4.45568249485087e-56,789.05908991231
"4810",0.334504406998142,3.65581692897481e-69,766.042430109822
"4889",0.332465206598328,2.93595877107752e-120,773.050245314421
"3680",0.329550971650826,6.84266345597375e-14,681.457765442097
"4211",0.329121795724227,3.26781469799949e-71,717.486813056935
"5214",0.329014494942187,9.44502563215879e-54,804.549974222983
"2979",0.327283947445976,6.63838463901068e-20,634.349409747776
"4463",0.32665725916528,5.3069640960793e-30,738.024718291793
"117",0.326392384922829,2.17472350146375e-07,149.022286065705
"4449",0.326026924787557,1.21188132281099e-32,737.021478436466
"3651",0.324951599957958,3.37356112995192e-45,679.48143447605
"4963",0.324471649848859,2.68863016350392e-125,779.858076167869
"4394",0.32382313204529,1.16760127052485e-20,732.491704416854
"4487",0.323168877305108,4.89053031427518e-22,740.000955049621
"4197",0.322911687680593,8.85009289151964e-51,716.485166124446
"4561",0.321352933403854,0.00197652636634531,745.536796157704
"3414",0.32064763899158,3.82209565675428e-94,663.453198964606
"5148",0.319888376678233,1.87971977269897e-33,798.042841400488
"647",0.318672540071704,9.94425363123786e-19,358.177351188761
"3370",0.317895473408321,3.18397782020102e-72,660.461239678011
"4931",0.317719969818889,2.55554030042502e-38,776.029801976368
"4079",0.316935989838896,2.43068711061446e-17,708.502337676279
"4572",0.316613101532906,4.73201208614032e-68,746.507469069988
"4473",0.316439390685031,6.03593752534631e-08,738.528465047205
"4527",0.31611556510553,3.12841304012259e-23,743.514526928269
"4715",0.315543824011263,2.36039902213545e-15,759.034526428611
"4149",0.315132755741476,1.93521626140347e-210,713.290630670608
"4731",0.313615507244659,1.24703420248872e-24,760.038037061842
"5453",0.313481357351484,1.1625351230226e-41,833.570461630994
"4090",0.312939369557936,1.62833629092003e-19,709.003832357077
"4578",0.31206542499641,1.4077745953546e-18,747.008712725357
"5055",0.311794512671421,8.72284209814768e-21,788.557496800531
"5217",0.311744861519925,2.95343878130205e-38,805.05088920199
"3996",0.311065479558212,1.93213634331976e-30,702.78830219112
"6416",0.311031367055249,1.45801785984635e-11,1029.742992086
"310",0.310812745464969,1.09260413048063e-05,246.168649168336
"4904",0.309998221477158,4.87797377340932e-104,774.053452714023
"704",0.308903042824074,1.05552480753563e-09,379.13444938477
"4167",0.308462488057949,3.68017980124631e-32,715.008420354764
"367",0.30842051051789,5.6074338760583e-07,265.117144535337
"5456",0.308352902309092,2.09071307083547e-47,834.071695836577
"4942",0.308310149061553,3.03717257190264e-34,776.531667066586
"5045",0.307709907982924,3.01058280511933e-49,788.05538203605
"822",0.306630181480427,0.000967567186435484,419.204773860688
"4849",0.306325794238787,9.77118890869916e-20,769.021993781399
"4186",0.306277152881143,1.06699382940959e-32,716.011688061955
"4825",0.305713940617073,5.41290267157866e-59,767.045649447169
"6205",0.305027598721184,0.00502065191288682,957.652787974421
"4226",0.304813479976366,1.08162259743188e-35,718.991324144055
"4077",0.304373821968666,4.13256708106564e-13,708.000521198786
"5381",0.304066416960764,1.5866377257122e-107,824.585944007853
"4468",0.303928098486977,1.12001956596196e-26,738.424747570168
"4343",0.303463369317289,2.66634157289384e-06,728.50851310173
"3976",0.303430058134413,4.82496802459229e-82,701.809408331101
"5133",0.302885901266194,2.42140453640398e-92,796.066559238027
"4457",0.300526431576417,3.02140209061328e-44,737.523244168157
"5542",0.300402217069336,1.32942548051958e-57,846.599248662874
"6151",0.299537884377809,0.0048088129204592,942.667041918683
"4242",0.298979525998519,7.15413634494772e-28,719.994386018675
"5193",0.298393909173986,1.12102299756713e-114,803.074294583989
"4760",0.2967600234815,5.85609405795737e-13,762.014178746819
"4214",0.296496084423089,6.36746495288369e-17,717.987815621462
"532",0.294903254401716,1.64641328268064e-87,323.168446584456
"235",0.294873998618272,2.3288027264991e-115,216.158109765119
