"feature","solA","pvalue","mz"
"1575",0.253167187019671,1.94730210831091e-08,333.17074
"260",0.252767874905395,3.67023592537271e-50,270.92416
"360",0.25256233854236,7.27982185105754e-22,371.13451
"232",0.252401781616442,5.65454009267154e-13,394.21647
"38",0.252163646895996,1.60488076319903e-32,443.26656
"2093",0.250266340010013,9.30870361646162e-64,329.10545
"1069",0.249894022020773,1.35027726929889e-80,281.08562
"97",0.24915301420415,5.74712556421212e-07,459.13
"440",0.249103944834821,3.10401815047993e-71,331.08372
"624",0.248961804787231,0.00781120557525141,345.09971
"888",0.248602897729476,1.41683683564994e-26,321.19185
"334",0.248487895783547,4.68086144731485e-12,293.95791
"2147",0.248414519012915,3.00298208998382e-10,319.19159
"1825",0.248192500793243,3.07992932494345e-49,522.9142
"1520",0.247605311289833,2.05475391616516e-37,527.1564
"1305",0.246988384240536,1.57291676280899e-32,525.1047
"670",0.246749531747562,5.85759026202198e-80,411.11209
"1540",0.246690107144074,1.63597687988521e-71,341.10592
"555",0.24666531051147,4.84022672669922e-31,235.09812
"701",0.246144373300917,3.54379333814627e-49,541.09958
"1439",0.246132093805713,9.75151185656623e-18,319.19151
"1231",0.245974931189093,6.94808230935262e-42,279.08762
"563",0.245865774413219,9.35620818415875e-60,369.13678
"160",0.245490423909186,2.19227122383931e-05,301.07503
"325",0.244988282842599,0.00265684831266629,335.04126
"1649",0.244844893892182,5.29137339183012e-47,543.15094
"1907",0.244762226411196,5.35348154355698e-76,307.08249
"1262",0.244542418217465,1.52830997098792e-58,431.20766
"656",0.24448980024972,2.65032259321385e-09,325.09315
"774",0.244397194499429,9.24496704686541e-39,277.07203
"1999",0.244304933551836,6.90845004954328e-57,367.13993
"399",0.244140660246252,1.71554050733595e-06,381.22823
"605",0.244035519218607,3.92982153396137e-06,275.05667
"593",0.243706203183609,1.97855081789882e-38,441.15579
"2048",0.243452818957448,2.09777563096855e-47,293.13954
"733",0.243383156434795,0.00110576914330285,249.96802
"640",0.243002559102327,0.00713341295403953,377.08559
"1648",0.242999859665157,7.63843259658537e-79,297.13434
"1557",0.242845349231039,9.91520516833514e-81,341.10604
"289",0.24268791462491,7.23909114873805e-40,356.11394
"210",0.242593081383454,5.29760978981431e-14,164.92767
"408",0.242502099787645,1.4467370606428e-15,545.20435
"1862",0.242414463368321,2.97201814758498e-80,375.14529
"93",0.242363053700423,4.80165957287197e-16,272.05971
"1677",0.242316852169661,9.34803789137871e-35,313.11133
"1783",0.241865558820151,1.53700551774157e-58,321.1345
"1118",0.241493401881068,2.65108562236953e-76,361.09427
"1865",0.240908315257716,9.73628153304651e-19,377.1969
"608",0.240694383756136,7.17690107527244e-67,371.15111
"342",0.240567988996255,3.07143707574813e-55,495.09412
"189",0.239906925497316,0.00061357307736912,233.11865
"844",0.239903274667606,2.66056756887435e-21,249.04046
